,fibro,endo,immune
FAM8A1,27.0,28.0,6.0
FAM90A1,0.0,0.0,0.0
FAM90A24P,0.0,0.0,0.0
FAM91A1,37.0,57.0,15.0
FAM92A1,4.0,0.0,0.0
FAM92B,0.0,0.0,0.0
FAM95B1,0.0,0.0,0.0
FAM95C,0.0,0.0,0.0
FAM96A,66.0,90.0,61.0
FAM96B,155.0,155.0,34.0
FAM98A,70.0,39.0,6.0
FAM98B,0.0,3.0,2.0
FAM98C,8.0,21.0,6.0
FAM99A,0.0,0.0,0.0
FAM9A,0.0,0.0,0.0
FAM9B,0.0,0.0,0.0
FAM9C,0.0,0.0,0.0
FAN1,10.0,8.0,4.0
FANCA,2.0,1.0,1.0
FANCB,0.0,0.0,0.0
FANCC,5.0,4.0,4.0
FANCD2,2.0,0.0,1.0
FANCD2OS,0.0,0.0,0.0
FANCE,5.0,10.0,2.0
FANCF,8.0,19.0,2.0
FANCG,9.0,15.0,4.0
FANCI,1.0,8.0,2.0
FANCL,1.0,6.0,2.0
FANCM,5.0,5.0,0.0
FANK1,2.0,0.0,0.0
FAP,191.0,20.0,2.0
FAR1,34.0,18.0,35.0
FAR2,2.0,16.0,1.0
FAR2P1,1.0,0.0,0.0
FAR2P2,9.0,10.0,7.0
FAR2P3,0.0,0.0,0.0
FAR2P4,1.0,0.0,0.0
FARP1,109.0,44.0,12.0
FARP2,28.0,11.0,3.0
FARS2,29.0,11.0,13.0
FARSA,79.0,57.0,24.0
FARSB,37.0,40.0,13.0
FAS,26.0,4.0,1.0
FASLG,0.0,0.0,0.0
FASN,84.0,61.0,22.0
FASTK,102.0,58.0,21.0
FASTKD1,3.0,16.0,4.0
FASTKD2,21.0,29.0,3.0
FASTKD3,10.0,10.0,1.0
FASTKD5,20.0,25.0,4.0
FAT1,54.0,4.0,0.0
FAT2,0.0,0.0,0.0
FAT3,1.0,0.0,0.0
FAT4,1.0,1.0,0.0
FATE1,0.0,14.0,0.0
FAU,1401.0,962.0,362.0
FAXC,2.0,0.0,2.0
FAXDC2,5.0,4.0,1.0
FBF1,8.0,2.0,1.0
FBL,172.0,127.0,23.0
FBLIM1,38.0,17.0,0.0
FBLL1,1.0,4.0,0.0
FBLN1,175.0,4.0,0.0
FBLN2,11.0,0.0,1.0
FBLN5,60.0,0.0,0.0
FBLN7,22.0,4.0,0.0
FBN1,190.0,27.0,0.0
FBN2,1.0,1.0,0.0
FBN3,0.0,0.0,0.0
FBP1,0.0,2.0,6.0
FBP2,0.0,0.0,0.0
FBP2P1,0.0,0.0,0.0
FBRS,80.0,50.0,18.0
FBRSL1,48.0,25.0,15.0
FBXL12,24.0,15.0,7.0
FBXL13,0.0,0.0,0.0
FBXL14,0.0,1.0,0.0
FBXL15,16.0,19.0,11.0
FBXL16,3.0,2.0,4.0
FBXL17,26.0,31.0,12.0
FBXL18,4.0,2.0,0.0
FBXL19,25.0,15.0,4.0
FBXL2,0.0,2.0,1.0
FBXL20,26.0,35.0,9.0
FBXL21,0.0,0.0,0.0
FBXL22,0.0,0.0,0.0
FBXL3,28.0,43.0,13.0
FBXL4,15.0,5.0,2.0
FBXL5,38.0,31.0,22.0
FBXL6,8.0,4.0,2.0
FBXL7,25.0,29.0,0.0
FBXL8,4.0,2.0,0.0
FBXO10,10.0,7.0,0.0
FBXO11,56.0,58.0,14.0
FBXO15,2.0,0.0,0.0
FBXO16,64.0,63.0,31.0
FBXO17,8.0,3.0,3.0
FBXO18,164.0,88.0,20.0
FBXO2,2.0,2.0,3.0
FBXO21,63.0,52.0,13.0
FBXO22,18.0,30.0,4.0
FBXO24,0.0,0.0,0.0
FBXO25,29.0,38.0,11.0
FBXO27,1.0,2.0,1.0
FBXO28,19.0,35.0,4.0
FBXO3,36.0,39.0,4.0
FBXO30,32.0,31.0,8.0
FBXO31,19.0,15.0,2.0
FBXO32,61.0,20.0,2.0
FBXO33,32.0,30.0,13.0
FBXO34,23.0,24.0,14.0
FBXO36,7.0,3.0,0.0
FBXO38,29.0,23.0,11.0
FBXO39,0.0,0.0,0.0
FBXO4,4.0,0.0,0.0
FBXO40,0.0,0.0,0.0
FBXO41,3.0,0.0,3.0
FBXO42,23.0,23.0,8.0
FBXO43,1.0,0.0,0.0
FBXO44,12.0,1.0,4.0
FBXO45,15.0,18.0,4.0
FBXO46,11.0,26.0,8.0
FBXO47,1.0,1.0,1.0
FBXO48,7.0,1.0,1.0
FBXO5,7.0,5.0,5.0
FBXO6,0.0,1.0,1.0
FBXO7,176.0,165.0,60.0
FBXO8,51.0,23.0,14.0
FBXO9,59.0,49.0,16.0
FBXW10,0.0,0.0,0.0
FBXW11,38.0,50.0,21.0
FBXW12,0.0,0.0,0.0
FBXW2,35.0,33.0,4.0
FBXW4,37.0,15.0,15.0
FBXW5,76.0,86.0,36.0
FBXW7,8.0,17.0,10.0
FBXW8,11.0,9.0,1.0
FBXW9,8.0,9.0,1.0
FCAMR,0.0,0.0,0.0
FCAR,0.0,0.0,0.0
FCER1A,0.0,0.0,3.0
FCER1G,7.0,3.0,417.0
FCER2,0.0,0.0,3.0
FCF1,9.0,5.0,0.0
FCGBP,1.0,0.0,0.0
FCGR1A,0.0,0.0,6.0
FCGR1B,0.0,0.0,12.0
FCGR2A,3.0,0.0,176.0
FCGR2B,0.0,0.0,27.0
FCGR2C,0.0,0.0,0.0
FCGR3A,0.0,0.0,21.0
FCGR3B,0.0,0.0,14.0
FCGRT,74.0,139.0,260.0
FCHO1,1.0,5.0,2.0
FCHO2,14.0,40.0,25.0
FCHSD1,6.0,7.0,4.0
FCHSD2,27.0,56.0,5.0
FCMR,16.0,4.0,39.0
FCN1,0.0,0.0,1.0
FCN2,0.0,0.0,0.0
FCN3,1.0,286.0,0.0
FCRL1,0.0,0.0,0.0
FCRL2,0.0,0.0,0.0
FCRL3,0.0,0.0,0.0
FCRL4,0.0,0.0,0.0
FCRL5,0.0,0.0,0.0
FCRL6,0.0,0.0,0.0
FCRLA,3.0,1.0,0.0
FCRLB,3.0,3.0,6.0
FDCSP,120.0,0.0,0.0
FDFT1,170.0,105.0,29.0
FDPS,177.0,152.0,18.0
FDX1,50.0,63.0,26.0
FDX1L,10.0,9.0,1.0
FDXACB1,5.0,5.0,1.0
FDXR,7.0,11.0,3.0
FECH,11.0,13.0,10.0
FEM1A,46.0,31.0,13.0
FEM1B,68.0,53.0,19.0
FEM1C,16.0,25.0,3.0
FEN1,26.0,18.0,11.0
FENDRR,4.0,5.0,0.0
FER,23.0,15.0,5.0
FER1L4,1.0,0.0,0.0
FER1L5,0.0,0.0,0.0
FER1L6,0.0,0.0,0.0
FERD3L,0.0,0.0,0.0
FERMT1,5.0,0.0,0.0
FERMT2,130.0,109.0,10.0
FERMT3,17.0,8.0,54.0
FES,4.0,49.0,15.0
FETUB,0.0,0.0,0.0
FEV,12.0,9.0,17.0
FEZ1,74.0,17.0,2.0
FEZ2,50.0,49.0,20.0
FEZF1,0.0,0.0,0.0
FEZF2,0.0,0.0,0.0
FFAR1,1.0,0.0,1.0
FFAR2,0.0,1.0,2.0
FFAR3,0.0,0.0,0.0
FFAR4,3.0,3.0,1.0
FGA,0.0,0.0,0.0
FGB,0.0,0.0,1.0
FGD1,4.0,5.0,0.0
FGD2,0.0,0.0,6.0
FGD3,0.0,0.0,9.0
FGD4,16.0,7.0,9.0
FGD5,5.0,76.0,4.0
FGD5P1,0.0,0.0,0.0
FGD6,2.0,16.0,1.0
FGF1,10.0,1.0,0.0
FGF10,0.0,0.0,0.0
FGF11,15.0,2.0,1.0
FGF12,5.0,12.0,2.0
FGF13,0.0,1.0,0.0
FGF14,3.0,4.0,1.0
FGF14.IT1,0.0,0.0,0.0
FGF16,0.0,1.0,0.0
FGF17,0.0,0.0,0.0
FGF18,1.0,3.0,0.0
FGF19,0.0,0.0,0.0
FGF2,434.0,56.0,1.0
FGF20,0.0,0.0,0.0
FGF21,0.0,0.0,0.0
FGF22,0.0,0.0,0.0
FGF23,21.0,1.0,0.0
FGF3,0.0,0.0,0.0
FGF4,0.0,0.0,0.0
FGF5,0.0,0.0,0.0
FGF6,0.0,0.0,0.0
FGF7,58.0,4.0,2.0
FGF8,0.0,0.0,0.0
FGF9,0.0,1.0,0.0
FGFBP2,0.0,0.0,0.0
FGFBP3,0.0,5.0,0.0
FGFR1,195.0,169.0,19.0
FGFR1OP,12.0,11.0,4.0
FGFR1OP2,60.0,61.0,24.0
FGFR2,0.0,0.0,0.0
FGFR3,5.0,0.0,0.0
FGFR4,2.0,1.0,1.0
FGFRL1,19.0,14.0,1.0
FGG,0.0,0.0,0.0
FGGY,2.0,2.0,1.0
FGL1,0.0,0.0,0.0
FGL2,0.0,0.0,137.0
FGR,0.0,0.0,13.0
FH,32.0,24.0,14.0
FHAD1,3.0,0.0,2.0
FHDC1,2.0,2.0,0.0
FHIT,2.0,0.0,1.0
FHL1,49.0,37.0,1.0
FHL2,216.0,16.0,0.0
FHL3,36.0,12.0,8.0
FHL5,6.0,1.0,0.0
FHOD1,38.0,49.0,18.0
FHOD3,1.0,0.0,0.0
FIBCD1,1.0,0.0,0.0
FIBIN,18.0,0.0,0.0
FIBP,88.0,73.0,12.0
FICD,37.0,20.0,8.0
FIG4,8.0,2.0,6.0
FIGF,2.0,1.0,0.0
FIGLA,0.0,0.0,0.0
FIGN,1.0,0.0,1.0
FIGNL1,0.0,5.0,5.0
FILIP1,20.0,16.0,0.0
FILIP1L,43.0,9.0,4.0
FIP1L1,37.0,40.0,16.0
FIRRE,0.0,0.0,1.0
FIS1,149.0,140.0,37.0
FITM1,0.0,0.0,0.0
FITM2,14.0,12.0,1.0
FIZ1,25.0,19.0,2.0
FJX1,68.0,22.0,1.0
FKBP10,555.0,83.0,0.0
FKBP11,103.0,32.0,9.0
FKBP14,32.0,15.0,2.0
FKBP15,40.0,33.0,50.0
FKBP1A,598.0,1725.0,118.0
FKBP1B,19.0,24.0,9.0
FKBP1C,61.0,160.0,13.0
FKBP2,166.0,126.0,52.0
FKBP3,78.0,48.0,13.0
FKBP4,169.0,144.0,54.0
FKBP5,16.0,7.0,22.0
FKBP6,0.0,0.0,0.0
FKBP7,41.0,25.0,0.0
FKBP8,212.0,132.0,69.0
FKBP9,40.0,31.0,2.0
FKBP9P1,30.0,24.0,1.0
FKBPL,14.0,10.0,2.0
FKRP,6.0,1.0,1.0
FKSG51,0.0,0.0,0.0
FKSG52,0.0,0.0,0.0
FKSG54,0.0,0.0,0.0
FKSG56,0.0,0.0,0.0
FKSG59,0.0,0.0,0.0
FKSG61,0.0,0.0,0.0
FKSG62,0.0,0.0,0.0
FKSG63,0.0,0.0,0.0
FKSG66,0.0,0.0,0.0
FKSG68,0.0,0.0,0.0
FKSG70,0.0,0.0,0.0
FKTN,4.0,8.0,1.0
FLAD1,24.0,27.0,8.0
FLCN,10.0,14.0,2.0
FLG,0.0,0.0,0.0
FLI1,8.0,42.0,15.0
FLII,71.0,59.0,35.0
FLJ12825,0.0,0.0,0.0
FLJ20019,0.0,0.0,0.0
FLJ20021,5.0,10.0,1.0
FLJ21408,1.0,0.0,11.0
FLJ22447,0.0,0.0,0.0
FLJ22763,0.0,0.0,0.0
FLJ26245,0.0,0.0,0.0
FLJ26850,0.0,0.0,0.0
FLJ27354,0.0,5.0,0.0
FLJ31104,0.0,0.0,0.0
FLJ31356,0.0,0.0,0.0
FLJ31662,0.0,0.0,0.0
FLJ33360,0.0,0.0,0.0
FLJ33581,0.0,0.0,0.0
FLJ35934,0.0,0.0,0.0
FLJ36000,0.0,0.0,0.0
FLJ37035,0.0,0.0,0.0
FLJ37453,8.0,16.0,2.0
FLJ37505,0.0,0.0,0.0
FLJ38122,0.0,0.0,0.0
FLJ40194,0.0,0.0,0.0
FLJ40288,0.0,0.0,0.0
FLJ41941,0.0,0.0,0.0
FLJ42102,0.0,0.0,0.0
FLJ42969,0.0,0.0,0.0
FLJ43879,0.0,0.0,0.0
FLJ45079,0.0,0.0,0.0
FLJ46066,0.0,0.0,0.0
FLJ46284,0.0,0.0,0.0
FLNA,929.0,349.0,259.0
FLNB,35.0,197.0,64.0
FLNC,19.0,3.0,0.0
FLOT1,142.0,215.0,110.0
FLOT2,16.0,33.0,19.0
FLRT1,0.0,0.0,0.0
FLRT2,10.0,4.0,0.0
FLRT3,2.0,0.0,0.0
FLT1,3.0,1260.0,0.0
FLT3,0.0,0.0,1.0
FLT3LG,22.0,9.0,9.0
FLT4,0.0,108.0,0.0
FLVCR1,8.0,15.0,2.0
FLVCR2,1.0,0.0,13.0
FLYWCH1,50.0,41.0,14.0
FLYWCH2,11.0,6.0,3.0
FMN1,3.0,0.0,9.0
FMN2,0.0,0.0,0.0
FMNL1,7.0,9.0,37.0
FMNL2,17.0,38.0,13.0
FMNL3,79.0,87.0,23.0
FMO1,10.0,0.0,0.0
FMO2,1.0,0.0,0.0
FMO3,3.0,1.0,0.0
FMO4,0.0,0.0,0.0
FMO5,0.0,0.0,0.0
FMO6P,0.0,0.0,0.0
FMO9P,0.0,0.0,0.0
FMOD,688.0,27.0,0.0
FMR1,49.0,47.0,12.0
FMR1NB,0.0,0.0,0.0
FN1,3261.0,54.0,2.0
FN3K,3.0,1.0,0.0
FN3KRP,11.0,20.0,13.0
FNBP1,48.0,38.0,61.0
FNBP1L,23.0,49.0,7.0
FNBP4,66.0,36.0,18.0
FNDC1,3.0,0.0,0.0
FNDC3A,72.0,45.0,22.0
FNDC3B,227.0,170.0,49.0
FNDC4,23.0,5.0,0.0
FNDC5,0.0,4.0,1.0
FNDC7,0.0,0.0,0.0
FNDC8,0.0,0.0,0.0
FNDC9,0.0,0.0,0.0
FNIP1,67.0,36.0,20.0
FNIP2,149.0,144.0,76.0
FNTA,44.0,63.0,9.0
FNTB,40.0,7.0,6.0
FOCAD,29.0,21.0,8.0
FOLH1,0.0,3.0,0.0
FOLH1B,0.0,0.0,0.0
FOLR1,0.0,0.0,0.0
FOLR2,0.0,0.0,1.0
FOLR3,0.0,0.0,5.0
FOPNL,49.0,19.0,17.0
FOS,386.0,581.0,134.0
FOSB,143.0,107.0,30.0
FOSL1,89.0,53.0,4.0
FOSL2,148.0,251.0,109.0
FOXA1,0.0,0.0,0.0
FOXA2,9.0,12.0,9.0
FOXA3,1.0,5.0,0.0
FOXB1,0.0,0.0,0.0
FOXB2,0.0,0.0,0.0
FOXC1,45.0,21.0,0.0
FOXC2,31.0,7.0,0.0
FOXD1,8.0,2.0,1.0
FOXD2,3.0,3.0,0.0
FOXD3,0.0,0.0,0.0
FOXD4,1.0,0.0,2.0
FOXD4L1,0.0,0.0,2.0
FOXD4L3,0.0,0.0,0.0
FOXD4L4,0.0,0.0,0.0
FOXD4L5,0.0,0.0,0.0
FOXD4L6,0.0,0.0,0.0
FOXE1,0.0,0.0,0.0
FOXE3,0.0,1.0,0.0
FOXF1,110.0,91.0,0.0
FOXF2,95.0,5.0,0.0
FOXG1,0.0,0.0,0.0
FOXH1,0.0,0.0,0.0
FOXI1,0.0,0.0,0.0
FOXI2,0.0,1.0,0.0
FOXJ1,0.0,2.0,1.0
FOXJ2,13.0,25.0,17.0
FOXJ3,23.0,56.0,8.0
FOXK1,99.0,57.0,11.0
FOXK2,67.0,74.0,20.0
FOXL1,15.0,1.0,0.0
FOXL2,2.0,0.0,0.0
FOXL2NB,0.0,0.0,0.0
FOXM1,3.0,1.0,2.0
FOXN1,0.0,0.0,0.0
FOXN2,18.0,37.0,12.0
FOXN3,150.0,152.0,73.0
FOXN4,0.0,0.0,0.0
FOXO1,37.0,98.0,6.0
FOXO3,66.0,61.0,23.0
FOXO4,3.0,12.0,5.0
FOXP1,180.0,63.0,70.0
FOXP1.IT1,1.0,0.0,1.0
FOXP2,2.0,5.0,0.0
FOXP3,0.0,0.0,0.0
FOXP4,35.0,10.0,10.0
FOXQ1,2.0,0.0,0.0
FOXR1,0.0,0.0,0.0
FOXR2,0.0,0.0,0.0
FOXRED1,15.0,14.0,9.0
FOXRED2,2.0,2.0,0.0
FOXS1,67.0,11.0,0.0
FPGS,56.0,36.0,19.0
FPGT,4.0,4.0,4.0
FPGT.TNNI3K,0.0,0.0,0.0
FPR1,0.0,0.0,15.0
FPR2,0.0,0.0,0.0
FPR3,1.0,0.0,81.0
FRA10AC1,11.0,21.0,8.0
FRAS1,0.0,0.0,0.0
FRAT1,9.0,10.0,7.0
FRAT2,16.0,28.0,7.0
FREM1,0.0,0.0,1.0
FREM2,0.0,0.0,0.0
FRG1,68.0,72.0,12.0
FRG1HP,14.0,17.0,2.0
FRG2,0.0,0.0,0.0
FRG2B,0.0,0.0,0.0
FRG2C,0.0,0.0,0.0
FRG2DP,0.0,0.0,0.0
FRG2FP,0.0,0.0,0.0
FRK,3.0,5.0,0.0
FRMD1,0.0,0.0,0.0
FRMD3,6.0,6.0,0.0
FRMD4A,31.0,49.0,13.0
FRMD4B,2.0,32.0,5.0
FRMD5,0.0,3.0,0.0
FRMD6,77.0,11.0,0.0
FRMD7,0.0,0.0,0.0
FRMD8,58.0,167.0,16.0
FRMPD1,0.0,0.0,0.0
FRMPD2,0.0,0.0,0.0
FRMPD4,1.0,0.0,0.0
FRRS1,0.0,0.0,0.0
FRRS1L,0.0,2.0,1.0
FRS2,16.0,9.0,2.0
FRS3,5.0,12.0,6.0
FRY,1.0,5.0,0.0
FRYL,32.0,47.0,11.0
FRZB,19.0,2.0,0.0
FSBP,0.0,4.0,0.0
FSCB,0.0,0.0,0.0
FSCN1,115.0,533.0,20.0
FSCN2,0.0,0.0,0.0
FSCN3,0.0,0.0,0.0
FSD1,0.0,0.0,0.0
FSD1L,3.0,1.0,0.0
FSD2,0.0,0.0,0.0
FSHB,0.0,0.0,0.0
FSHR,0.0,0.0,0.0
FSIP1,2.0,2.0,0.0
FSIP2,0.0,0.0,0.0
FST,4.0,0.0,0.0
FSTL1,590.0,217.0,0.0
FSTL3,61.0,6.0,0.0
FSTL4,0.0,1.0,6.0
FSTL5,2.0,0.0,0.0
FTCD,0.0,0.0,0.0
FTCDNL1,1.0,1.0,1.0
FTH1,7482.0,4670.0,9945.0
FTHL17,0.0,0.0,0.0
FTL,6805.0,4181.0,11157.0
FTLP10,0.0,0.0,0.0
FTMT,0.0,0.0,0.0
FTO,4.0,2.0,1.0
FTO.IT1,0.0,0.0,0.0
FTSJ1,27.0,14.0,4.0
FTSJ2,35.0,22.0,11.0
FTSJ3,46.0,41.0,15.0
FTX,4.0,0.0,0.0
FUBP1,87.0,83.0,29.0
FUBP3,73.0,57.0,13.0
FUCA1,8.0,12.0,634.0
FUCA2,67.0,44.0,39.0
FUK,5.0,3.0,8.0
FUNDC1,15.0,19.0,8.0
FUNDC2,128.0,123.0,25.0
FUNDC2P2,6.0,4.0,1.0
FUOM,40.0,13.0,8.0
FURIN,139.0,161.0,48.0
FUS,253.0,263.0,72.0
FUT1,0.0,0.0,0.0
FUT10,4.0,5.0,1.0
FUT11,50.0,70.0,17.0
FUT2,0.0,0.0,0.0
FUT3,0.0,0.0,0.0
FUT4,9.0,7.0,3.0
FUT5,0.0,0.0,0.0
FUT6,0.0,0.0,0.0
FUT7,0.0,0.0,0.0
FUT8,15.0,22.0,9.0
FUT9,0.0,1.0,0.0
FUZ,12.0,7.0,2.0
FXN,9.0,16.0,2.0
FXR1,72.0,67.0,18.0
FXR2,44.0,45.0,14.0
FXYD1,22.0,3.0,3.0
FXYD2,31.0,62.0,42.0
FXYD3,3.0,1.0,8.0
FXYD4,0.0,0.0,0.0
FXYD5,283.0,351.0,164.0
FXYD6,240.0,246.0,24.0
FXYD7,0.0,1.0,1.0
FYB,1.0,1.0,79.0
FYCO1,26.0,28.0,3.0
FYN,109.0,127.0,22.0
FYTTD1,80.0,78.0,40.0
FZD1,37.0,8.0,2.0
FZD10,34.0,2.0,0.0
FZD2,14.0,0.0,6.0
FZD3,36.0,17.0,6.0
FZD4,23.0,177.0,3.0
FZD5,0.0,4.0,0.0
FZD6,7.0,29.0,0.0
FZD7,17.0,1.0,0.0
FZD8,18.0,41.0,0.0
FZD9,0.0,1.0,0.0
FZR1,21.0,21.0,9.0
G0S2,371.0,71.0,65.0
G2E3,21.0,9.0,6.0
G3BP1,122.0,118.0,22.0
G3BP2,84.0,127.0,32.0
G6PC,0.0,0.0,0.0
G6PC2,27.0,27.0,22.0
G6PC3,74.0,78.0,32.0
G6PD,170.0,93.0,57.0
GAA,39.0,29.0,62.0
GAB1,13.0,71.0,1.0
GAB2,35.0,29.0,22.0
GAB3,2.0,8.0,7.0
GAB4,0.0,0.0,0.0
GABARAP,881.0,718.0,408.0
GABARAPL1,238.0,179.0,81.0
GABARAPL2,174.0,225.0,37.0
GABBR1,9.0,10.0,1.0
GABBR2,0.0,0.0,0.0
GABPA,25.0,26.0,5.0
GABPB1,51.0,72.0,9.0
GABPB2,10.0,6.0,11.0
GABRA1,0.0,0.0,0.0
GABRA2,0.0,1.0,0.0
GABRA3,0.0,0.0,0.0
GABRA4,0.0,0.0,0.0
GABRA5,0.0,0.0,0.0
GABRA6,0.0,0.0,0.0
GABRB1,0.0,0.0,0.0
GABRB2,0.0,0.0,0.0
GABRB3,3.0,7.0,2.0
GABRD,2.0,1.0,0.0
GABRE,2.0,13.0,0.0
GABRG1,0.0,0.0,0.0
GABRG2,0.0,0.0,0.0
GABRG3,0.0,0.0,0.0
GABRP,0.0,0.0,0.0
GABRQ,0.0,0.0,0.0
GABRR1,0.0,0.0,0.0
GABRR2,0.0,0.0,0.0
GABRR3,0.0,0.0,0.0
GACAT2,0.0,2.0,0.0
GAD1,0.0,3.0,0.0
GAD2,74.0,86.0,28.0
GADD45A,30.0,32.0,26.0
GADD45B,240.0,78.0,37.0
GADD45G,19.0,51.0,17.0
GADD45GIP1,137.0,122.0,19.0
GADL1,0.0,0.0,0.0
GAFA3,0.0,0.0,0.0
GAGE1,1.0,0.0,0.0
GAGE12B,0.0,0.0,0.0
GAGE12C,0.0,0.0,0.0
GAGE12D,0.0,0.0,0.0
GAGE12E,0.0,0.0,0.0
GAGE12F,0.0,0.0,0.0
GAGE12G,0.0,0.0,0.0
GAGE12H,0.0,0.0,0.0
GAGE12J,0.0,0.0,0.0
GAGE13,0.0,0.0,0.0
GAGE2A,0.0,0.0,0.0
GAGE2E,0.0,0.0,0.0
GAK,89.0,58.0,47.0
GAL,33.0,24.0,0.0
GAL3ST1,2.0,1.0,0.0
GAL3ST2,0.0,0.0,0.0
GAL3ST3,0.0,0.0,0.0
GAL3ST4,8.0,0.0,6.0
GALC,4.0,2.0,6.0
GALE,13.0,31.0,4.0
GALK1,34.0,26.0,10.0
GALK2,33.0,19.0,8.0
GALM,16.0,8.0,64.0
GALNS,2.0,0.0,0.0
GALNT1,76.0,103.0,23.0
GALNT10,22.0,20.0,7.0
GALNT11,18.0,15.0,7.0
GALNT12,11.0,1.0,5.0
GALNT13,1.0,0.0,0.0
GALNT14,0.0,8.0,0.0
GALNT15,0.0,3.0,0.0
GALNT16,1.0,0.0,0.0
GALNT18,5.0,60.0,0.0
GALNT2,186.0,56.0,33.0
GALNT3,2.0,1.0,7.0
GALNT4,0.0,0.0,0.0
GALNT5,0.0,0.0,0.0
GALNT6,2.0,1.0,9.0
GALNT7,7.0,6.0,10.0
GALNT8,2.0,5.0,3.0
GALNT9,29.0,2.0,0.0
GALNTL5,0.0,0.0,0.0
GALNTL6,0.0,0.0,0.0
GALP,0.0,0.0,0.0
GALR1,0.0,3.0,0.0
GALR2,0.0,0.0,1.0
GALR3,0.0,0.0,0.0
GALT,15.0,15.0,9.0
GAMT,4.0,2.0,7.0
GAN,29.0,8.0,3.0
GANAB,293.0,251.0,93.0
GANC,8.0,11.0,5.0
GAP43,13.0,4.0,0.0
GAPDH,4462.0,2313.0,852.0
GAPDHS,0.0,0.0,0.0
GAPT,0.0,0.0,5.0
GAPVD1,27.0,38.0,13.0
GAR1,58.0,34.0,12.0
GAREM,23.0,2.0,1.0
GAREML,8.0,5.0,0.0
GARNL3,2.0,0.0,0.0
GARS,227.0,99.0,20.0
GART,48.0,23.0,4.0
GAS1,10.0,5.0,0.0
GAS2,3.0,3.0,1.0
GAS2L1,43.0,39.0,6.0
GAS2L1P2,1.0,1.0,0.0
GAS2L2,0.0,0.0,0.0
GAS2L3,0.0,13.0,8.0
GAS5,270.0,136.0,64.0
GAS6,58.0,62.0,11.0
GAS7,70.0,5.0,68.0
GAS8,7.0,6.0,0.0
GAST,0.0,0.0,0.0
GATA1,0.0,2.0,5.0
GATA2,5.0,94.0,189.0
GATA3,0.0,1.0,4.0
GATA4,0.0,0.0,0.0
GATA5,0.0,0.0,0.0
GATA6,9.0,1.0,0.0
GATAD1,28.0,19.0,9.0
GATAD2A,128.0,103.0,37.0
GATAD2B,44.0,50.0,11.0
GATB,5.0,10.0,5.0
GATC,37.0,38.0,20.0
GATM,3.0,0.0,12.0
GATS,1.0,5.0,2.0
GATSL2,0.0,0.0,0.0
GATSL3,6.0,11.0,11.0
GBA,6.0,5.0,4.0
GBA2,33.0,34.0,15.0
GBA3,0.0,0.0,0.0
GBAP1,0.0,0.0,0.0
GBAS,54.0,66.0,30.0
GBE1,49.0,43.0,18.0
GBF1,91.0,44.0,15.0
GBGT1,20.0,7.0,11.0
GBP1,27.0,11.0,14.0
GBP1P1,0.0,1.0,0.0
GBP2,10.0,28.0,21.0
GBP3,10.0,6.0,2.0
GBP4,5.0,63.0,3.0
GBP5,1.0,0.0,5.0
GBP6,0.0,0.0,0.0
GBP7,0.0,0.0,0.0
GBX1,0.0,0.0,0.0
GBX2,0.0,0.0,0.0
GC,17.0,11.0,18.0
GCA,4.0,24.0,17.0
GCAT,16.0,9.0,1.0
GCC1,22.0,28.0,7.0
GCC2,57.0,37.0,20.0
GCDH,19.0,8.0,4.0
GCFC2,12.0,13.0,2.0
GCG,2371.0,1120.0,1274.0
GCGR,0.0,1.0,1.0
GCH1,31.0,22.0,27.0
GCHFR,2.0,12.0,29.0
GCK,5.0,4.0,2.0
GCKR,0.0,0.0,1.0
GCLC,17.0,30.0,25.0
GCLM,134.0,118.0,9.0
GCM1,0.0,0.0,0.0
GCM2,0.0,0.0,0.0
GCN1,66.0,61.0,15.0
GCNT1,4.0,3.0,12.0
GCNT2,1.0,9.0,1.0
GCNT3,1.0,3.0,0.0
GCNT4,6.0,2.0,1.0
GCNT7,0.0,0.0,0.0
GCOM1,5.0,4.0,1.0
GCSAM,0.0,0.0,0.0
GCSAML,0.0,0.0,1.0
GCSH,43.0,31.0,7.0
GDA,9.0,6.0,4.0
GDAP1,4.0,0.0,3.0
GDAP1L1,2.0,1.0,0.0
GDAP2,7.0,14.0,6.0
GDE1,42.0,40.0,35.0
GDF1,0.0,0.0,0.0
GDF10,3.0,0.0,1.0
GDF11,24.0,30.0,1.0
GDF15,491.0,137.0,37.0
GDF2,0.0,0.0,0.0
GDF3,0.0,0.0,0.0
GDF5,0.0,0.0,0.0
GDF5OS,0.0,0.0,0.0
GDF6,3.0,0.0,0.0
GDF7,1.0,1.0,0.0
GDF9,0.0,0.0,0.0
GDI1,131.0,115.0,44.0
GDI2,251.0,203.0,100.0
GDNF,3.0,0.0,0.0
GDPD1,1.0,6.0,0.0
GDPD2,0.0,0.0,0.0
GDPD3,0.0,2.0,0.0
GDPD4,0.0,0.0,0.0
GDPD5,3.0,4.0,2.0
GDPGP1,1.0,1.0,4.0
GEM,179.0,10.0,1.0
GEMIN2,5.0,3.0,2.0
GEMIN4,25.0,21.0,3.0
GEMIN5,15.0,11.0,3.0
GEMIN6,16.0,12.0,2.0
GEMIN7,14.0,17.0,2.0
GEMIN8,29.0,13.0,7.0
GEN1,1.0,0.0,1.0
GET4,0.0,0.0,0.0
GFAP,0.0,0.0,0.0
GFER,25.0,17.0,2.0
