,UCSC_RefGene_Name
cg05778847,PPP1R14A
cg05779272,B4GALT1
cg05780616,SNRPF
cg05782292,SCT
cg05786809,CKB
cg05788437,FYTTD1
cg05788437,KIAA0226
cg05788638,SERPINA10
cg05790038,TRPV3
cg05795157,PIAS3
cg05795313,ZNF641
cg05797656,DDX42
cg05797656,CCDC47
cg05798972,MED1
cg05800321,LY6D
cg05801573,SLITRK4
cg05806233,GNAI1
cg05807991,TRAM1L1
cg05812599,CLPB
cg05813084,EFNA3
cg05815893,C17orf80
cg05815893,FAM104A
cg05815906,RAB33B
cg05817232,MARK4
cg05820087,ATP13A4
cg05822100,CDH6
cg05822532,ELN
cg05824762,ZER1
cg05825950,CR1
cg05829479,C6orf141
cg05832051,MYADM
cg05832487,C16orf59
cg05835416,CYP2C18
cg05839235,NPR3
cg05840031,PAX6
cg05840553,RPL12
cg05840553,LRSAM1
cg05843800,SUMF1
cg05844583,SLC19A3
cg05845178,IL17RE
cg05845178,IL17RC
cg05845357,CBY1
cg05847778,BBS5
cg05851042,ATP9A
cg05851163,DSEL
cg05856931,MSI2
cg05857825,MAPRE1
cg05859264,MAPK13
cg05861567,MLC1
cg05861661,FAM98B
cg05862431,BUD13
cg05868316,FBXW9
cg05868799,NCOA2
cg05871136,UNC5B
cg05871607,RPA2
cg05872485,PTGES3
cg05873268,TPSAB1
cg05874450,POPDC3
cg05874478,RNF31
cg05874478,PSME2
cg05876083,NUDT16L1
cg05876918,PIP4K2C
cg05877109,BCL2L2
cg05879334,ACAT2
cg05879919,ANKRD9
cg05881135,SYNM
cg05882522,EHD3
cg05885720,EMP1
cg05886367,BTNL9
cg05887405,OSGIN1
cg05889321,ALDH18A1
cg05890484,BHMT
cg05890578,PRKCE
cg05894797,PSEN2
cg05895453,KBTBD7
cg05898102,PCDHB10
cg05902852,MAGI2
cg05905876,SEC11A
cg05906362,ARHGAP4
cg05908775,ZNF211
cg05912121,TH
cg05915281,IRF1
cg05916196,IL19
cg05916783,GAN
cg05919661,LMBR1L
cg05921207,CHRDL1
cg05921699,CD79A
cg05922972,TSPAN3
cg05923056,FOXN3
cg05923103,RNF11
cg05924191,ZNF770
cg05932408,PTGIS
cg05934874,VPS4B
cg05935584,HMGB3
cg05937182,ST7
cg05937453,SFRP5
cg05938725,NUAK2
cg05941634,CNNM3
cg05945622,YIF1A
cg05946081,RBMXL1
cg05946081,CCBL2
cg05947740,PHYHIP
cg05949660,MICAL1
cg05951993,GYS1
cg05951993,RUVBL2
cg05953243,SLC5A12
cg05953394,PRKAG2
cg05955301,PRELP
cg05958352,RNASE1
cg05958659,FAM174A
cg05959392,C10orf32
cg05961212,ADPRH
cg05961827,UGT1A10
cg05964373,TEX9
cg05965188,RRP1B
cg05965188,HSF2BP
cg05965402,PI4K2B
cg05968233,ALKBH7
cg05969697,BICD2
cg05970437,KLF16
cg05970790,NFATC1
cg05973262,NOTCH4
cg05978187,ERH
cg05978187,SLC39A9
cg05983247,SLTM
cg05985767,ANPEP
cg05986149,BRIP1
cg05989429,ABCA7
cg05992340,PDE4D
cg05998426,RIN1
cg05998983,OIT3
cg06000781,BST1
cg06005644,UBE2D2
cg06015218,GRM1
cg06018072,CLN6
cg06020352,IRF8
cg06022562,ZNF750
cg06023257,GAB2
cg06027949,SNX16
cg06034822,USF1
cg06038049,CPSF3L
cg06038133,CORO6
cg06039624,ERI2
cg06041240,NXT2
cg06041363,TTC38
cg06042828,DDX28
cg06048973,ACTC1
cg06049972,UQCRC1
cg06051311,TRIM15
cg06051662,PDZD4
cg06058597,NOL10
cg06061892,SNX5
cg06062132,SENP6
cg06063714,GABRD
cg06063729,RASSF1
cg06066711,KLHL21
cg06069187,SARM1
cg06074920,KRT34
cg06077733,UBE2D1
cg06084117,PLXNA4
cg06084557,BTBD7
cg06084735,ENY2
cg06084735,NUDCD1
cg06087537,RNF38
cg06088314,CLK1
cg06090351,ADSS
cg06090421,PPM1D
cg06090630,TCEB2
cg06093279,MTUS1
cg06095560,SAE1
cg06096336,HTR2B
cg06100291,CLSPN
cg06100324,MSLN
cg06101212,CLDN3
cg06101225,STIL
cg06106793,PRCC
cg06110365,TTLL12
cg06110728,NELL2
cg06111305,RAP2A
cg06112415,CGREF1
cg06118312,GZMA
cg06119575,TAL2
cg06121469,SPG11
cg06122080,NGLY1
cg06122080,OXSM
cg06130787,KLK10
cg06132694,NDST3
cg06134964,ITIH1
cg06139836,EBF3
cg06141123,NFE2L2
cg06144905,PIPOX
cg06145308,CNOT4
cg06146910,KBTBD6
cg06148264,SERPINB1
cg06150468,BATF3
cg06151964,HPN
cg06154570,HEYL
cg06154597,GAK
cg06154597,TMEM175
cg06156376,SHOX2
cg06161930,ZNF787
cg06166863,PNN
cg06168324,RBMS1
cg06168449,DPF1
cg06171242,ACOT13
cg06171787,MRPL16
cg06172871,HP
cg06175025,SPTLC2
cg06177968,WDR55
cg06179485,TMEM54
cg06183267,AFF3
cg06186808,FITM1
cg06186973,YWHAG
cg06187947,GULP1
cg06188683,ANP32A
cg06189133,INSL3
cg06189265,ZBTB37
cg06190732,SERPINA3
cg06191203,RIF1
cg06191990,TSFM
cg06192753,GADD45GIP1
cg06196379,TREM1
cg06197006,CRK
cg06200013,ATP1B2
cg06200339,SOX30
cg06201642,ST6GALNAC5
cg06204948,MARK2
cg06206626,ASPHD2
cg06207460,AK3
cg06207804,ARTN
cg06208111,ITM2A
cg06211871,ZNF684
cg06212607,GGPS1
cg06212607,ARID4B
cg06214007,GBP6
cg06218044,PREP
cg06220521,GPR180
cg06220755,RAI2
cg06221259,REEP2
cg06222120,TRNT1
cg06222851,OGDHL
cg06225581,ZMAT2
cg06229674,APOBEC3H
cg06230736,GATA3
cg06233473,KPNA5
cg06235429,NDUFV1
cg06235991,L3MBTL2
cg06237414,MTX1
cg06237414,THBS3
cg06238491,LAIR1
cg06240124,PLK1
cg06240542,TMEM138
cg06241300,APOM
cg06243556,ZSCAN18
cg06247172,C6orf1
cg06248182,ERAL1
cg06250108,TMEM169
cg06250108,PECR
cg06251129,SSR2
cg06251489,STIM2
cg06252849,AGGF1
cg06253734,ADAM10
cg06255524,DNAJC3
cg06258834,KLK7
cg06263495,ASCL2
cg06264060,MCHR1
cg06268694,CELSR1
cg06269001,ENTPD6
cg06269753,MSC
cg06270401,DYRK4
cg06273903,UBE2A
cg06276114,BIRC2
cg06277277,NR1I3
cg06277481,KANK3
cg06277657,DGKI
cg06277838,SLC16A2
cg06279414,TRIP11
cg06281719,GMNN
cg06281795,CALB1
cg06282059,UBE2E1
cg06282240,CENPJ
cg06284244,YES1
cg06284322,TAF7
cg06285340,CYP11A1
cg06285486,SART1
cg06288351,KCNS1
cg06288632,PREB
cg06290096,PHLDB1
cg06291595,NPC2
cg06291595,ISCA2
cg06291867,HTR7
cg06292277,CLCN3
cg06293195,TXN2
cg06295856,CALCA
cg06296021,CDKL3
cg06297145,NFXL1
cg06302803,MATR3
cg06303238,SALL4
cg06305312,AKR7A2
cg06305312,PQLC2
cg06305609,FAM129C
cg06306751,F8
cg06307169,CASC3
cg06307601,FAM49B
cg06308323,DNAI1
cg06310844,PDCD5
cg06317209,AVIL
cg06318164,NUP188
cg06318164,DOLK
cg06320982,SLC38A7
cg06321883,COL19A1
cg06323290,HK1
cg06323427,PDCD10
cg06323427,SERPINI1
cg06324094,JTB
cg06327515,PCDHB14
cg06330324,SLC35E4
cg06330621,ZCCHC14
cg06331674,AVL9
cg06331674,LSM5
cg06333435,POLR3D
cg06334093,CCDC28A
cg06334284,PPAP2B
cg06335889,CBFA2T2
cg06339657,PDE8B
cg06339706,PLEKHA4
cg06341721,DAZAP1
cg06344807,SLC9A3R1
cg06346081,PPCS
cg06346081,ZMYND12
cg06347928,IFIH1
cg06347996,DPYD
cg06352750,SDPR
cg06353720,IFIT3
cg06357925,PTPRO
cg06358566,RPIA
cg06361108,CCNF
cg06363129,SOSTDC1
cg06366981,HPGD
cg06367117,ALDOC
cg06369854,VDR
cg06374075,ADAM11
cg06376129,DSTYK
cg06378107,TMEM133
cg06378617,KRT23
cg06380007,INO80
cg06381133,FRS3
cg06381133,PRICKLE4
cg06382459,SKI
cg06382698,ERLEC1
cg06383088,XPA
cg06384026,PPFIA1
cg06384491,SPIN2A
cg06386533,SOCS5
cg06392241,NUDT4
cg06397510,PTP4A2
cg06397837,HOXA13
cg06398181,ZNF236
cg06403126,PPP2R2A
cg06405206,NXPH3
cg06409153,ABCA5
cg06414605,HES1
cg06415153,PITPNM2
cg06416685,TSPAN6
cg06417225,PEBP1
cg06417705,ETAA1
cg06417962,RNH1
cg06418184,DCTN3
cg06419771,EHD4
cg06420088,MUC1
cg06421707,PYGB
cg06422693,OCIAD1
cg06422910,COPG2
cg06424894,SORD
cg06425556,NCOA6
cg06425868,SNX21
cg06426831,SLC35A3
cg06428195,GOT1
cg06429195,DAZL
cg06433995,NOL7
cg06434470,DPP6
cg06438300,FAM19A2
cg06444781,HNF1A
cg06452647,MCRS1
cg06454084,DACT3
cg06454226,NDC80
cg06454226,METTL4
cg06456031,TMEM140
cg06457357,KLF8
cg06458239,ZNF549
cg06459066,MTHFD1
cg06459327,NOP10
cg06459378,CYP3A7
cg06461769,TWSG1
cg06462291,NT5DC3
cg06463913,BET1L
cg06465194,GRIK4
cg06465926,PPP2R3A
cg06466479,BRIX1
cg06466797,HERPUD2
cg06470552,SMC3
cg06470943,SMAP2
cg06473539,NOS1AP
cg06476337,NDUFS4
cg06476606,IFIT2
cg06479426,SLCO4A1
cg06479512,PNLDC1
cg06484397,GLIPR2
cg06487986,PER3
cg06490988,GATA2
cg06491116,MPZL3
cg06491924,ZNF613
cg06492206,SLC19A2
cg06493080,HOXB7
cg06495347,SUOX
cg06495803,CD27
cg06495924,CYC1
cg06498267,HCN1
cg06499565,NDRG3
cg06499652,ARNTL
cg06501070,LPAR3
cg06502510,CRYZL1
cg06502868,H3F3B
cg06504820,DLK1
cg06507244,DHX32
cg06508934,TIMP2
cg06513075,NAT10
cg06516650,RAB30
cg06518271,ADH6
cg06518779,BIVM
cg06518779,KDELC1
cg06521761,LRP2BP
cg06521852,TRIOBP
cg06526829,KCND1
cg06528936,GNL2
cg06529761,DNASE1
cg06530118,CLN3
cg06532176,WWOX
cg06532493,CISD1
cg06538003,FBXO48
cg06538003,APLF
cg06539804,CPXM1
cg06540105,CCDC74A
cg06540636,PLAUR
cg06541857,ANAPC13
cg06541857,CEP63
cg06542614,PDLIM1
cg06543018,RBP1
cg06543761,PDP1
cg06544198,TMEM14C
cg06545845,ARL8A
cg06546607,PEPD
cg06552037,INHA
cg06552037,OBSL1
cg06554069,SAFB2
cg06554069,SAFB
cg06554928,PFN1
cg06557358,TMEM132E
cg06557606,ATP6V1H
cg06563300,SLC17A8
cg06567342,ZRANB2
cg06572160,KCNC3
cg06572974,CHD2
cg06575572,FAM118A
cg06577005,DHDDS
cg06577463,EIF4A3
cg06580318,SPC25
cg06585027,PI4KB
cg06586599,MCOLN1
cg06587969,WRAP53
cg06587969,TP53
cg06588247,TRAF3
cg06590610,IKZF1
cg06593568,TATDN3
cg06593568,NSL1
cg06594008,MKL1
cg06595693,DISP2
cg06597095,C5orf28
cg06597861,LY6E
cg06598256,FERMT3
cg06598631,RARS2
cg06605933,BOLA1
cg06606198,DDX55
cg06607866,AIP
cg06609049,THOP1
cg06609475,NDUFS6
cg06609475,MRPL36
cg06611744,RASL11A
cg06612452,PINK1
cg06613840,GPX1
cg06615154,S100A3
cg06615861,KIF1B
cg06616245,GLI1
cg06618866,TLR2
cg06620254,NONO
cg06621126,HSF4
cg06621358,CELSR3
cg06622725,PEX16
cg06623268,MUTYH
cg06623268,TOE1
cg06625414,SLC4A3
cg06625767,F12
cg06628693,PRKACB
cg06630567,AMBP
cg06630737,MAD2L2
cg06632528,NUDT22
cg06632528,TRPT1
cg06636246,LCOR
cg06636463,DDX1
cg06637774,P2RY6
cg06637893,C16orf86
cg06638012,AFF4
cg06638433,IGF2BP1
cg06641366,LRRC8C
cg06641503,ARIH2
cg06642617,CCT7
cg06649520,ARFIP1
cg06649520,TIGD4
cg06650260,NR0B2
cg06653796,LIME1
cg06654134,CRIPT
cg06654134,PIGF
cg06654447,TMEM141
cg06657741,SLC9A6
cg06659073,SERAC1
cg06659073,GTF2H5
cg06659128,TMLHE
cg06665322,GPA33
cg06665799,TMED9
cg06665941,IFNAR2
cg06667406,AASS
cg06668073,FERMT1
cg06668300,MAL
cg06672652,SNRPE
cg06675341,PRMT3
cg06675496,ITSN2
cg06677660,DBP
cg06679221,THUMPD3
cg06682978,CAP2
cg06684910,POLR3E
cg06687562,ACTL8
cg06688396,TMEM55A
cg06690633,RAB15
cg06691299,CDK16
cg06692957,GNAQ
cg06698742,TMEM126A
cg06699365,OSBP
cg06700265,DUSP16
cg06700462,PHKA2
cg06701500,YWHAQ
cg06707338,EEF1B2
cg06707338,NDUFS1
cg06708560,DNAJC7
cg06708560,NKIRAS2
cg06710522,MRPL10
cg06710522,LRRC46
cg06711560,MAMDC4
cg06712026,CSTF2T
cg06712026,PRKG1
cg06714705,OLFML1
cg06717231,ZNF559
cg06720424,UIMC1
cg06720660,RNASE6
cg06723357,CUEDC1
cg06725035,PRMT2
cg06728335,RNPS1
cg06730286,IFT140
cg06730468,TMEM143
cg06730468,SYNGR4
cg06731484,IVD
cg06731599,ATP6AP2
cg06734962,CEBPD
cg06736444,SRRM2
cg06738602,PTGER2
cg06745740,HGF
cg06746101,TMED3
cg06746171,ATOX1
cg06751597,SNAP23
cg06752594,PSRC1
cg06765434,TXNL1
cg06765514,PIP5KL1
cg06766367,CBFB
cg06771126,HOPX
cg06772202,MDH2
cg06772202,STYXL1
cg06776256,GPRC5A
cg06778853,PHF13
cg06779945,TNFAIP3
cg06781209,FADS2
cg06782692,STK32C
cg06783668,ANKRD53
cg06784339,MKRN1
cg06784466,FPR3
cg06785429,DCUN1D1
cg06786424,PRPF4B
cg06790275,PIAS1
cg06790862,MPPED2
cg06791867,TSPAN18
cg06792911,SLC2A1
cg06797533,PLIN2
cg06799664,DNAH17
cg06800962,TM4SF1
cg06803184,FH
cg06806080,CD47
cg06807579,RPL29
cg06808983,G6PC3
cg06809565,HCFC1
cg06809565,TMEM187
cg06810647,CRAMP1L
cg06812033,NKD1
cg06812844,TRPM2
cg06815817,ZNF212
cg06816161,EZH2
cg06817269,GCNT3
cg06817917,BMPR1A
cg06818415,PHF1
cg06818777,CHAD
cg06819200,ECE1
cg06825142,DRD4
cg06827976,FGR
cg06830426,RPS5
cg06833562,ZNHIT6
cg06836338,ATPAF2
cg06836736,ME1
cg06837731,ERLIN1
cg06838394,ARFGEF2
cg06839953,TMEM222
cg06840042,MKRN2
cg06840239,TAF6L
cg06848288,PHIP
cg06849477,PRR5
cg06855803,ICAM3
cg06856528,TMEFF2
cg06862062,ACOX3
cg06864275,SBNO2
cg06871974,TNS3
cg06873352,STRADA
cg06874144,CAB39
cg06878726,RBM19
cg06882877,PAQR6
cg06887167,CIT
cg06887170,IFI27L2
cg06887414,RPN1
cg06887663,SNAPC1
cg06892726,HFE
cg06893980,PSMB1
cg06893980,TBP
cg06894381,SLC35D1
cg06894812,MCC
cg06899582,ZNF280C
cg06900776,ARMCX3
cg06905862,TPP1
cg06908474,CAT
cg06908778,SPAG6
cg06910048,C11orf57
cg06910048,PIH1D2
cg06910100,USHBP1
cg06913228,UBE2J1
cg06919067,NSMCE1
cg06919956,PNPLA7
cg06919956,MRPL41
cg06921282,HRAS
cg06921282,LRRC56
cg06926735,UBE2V1
cg06933072,ADCY10
cg06933965,CMKLR1
cg06938406,COX6A1
cg06938878,CALCB
cg06940574,ICMT
cg06940792,MEGF10
cg06941093,GLIS1
cg06942445,TRO
cg06944050,LONRF3
cg06945625,SERPINB6
cg06948937,CDK18
cg06949789,NKIRAS1
cg06949789,RPL15
cg06950730,TAGLN
cg06952117,NAB1
cg06952236,RASGRP1
cg06953304,NKTR
cg06953995,PALM2
cg06956646,SOS2
cg06957329,MRPS23
cg06958211,PAK6
cg06959635,MCF2
cg06960698,FGF14
cg06971096,PTPRN
cg06974755,RALGDS
cg06975499,EZH1
cg06976977,COX18
cg06980380,DTNB
cg06981182,RNLS
cg06983551,BUB1
cg06985415,JAKMIP3
cg06987504,EIF3E
cg06990298,RASD1
cg06992027,TAGLN2
cg06993413,DPP8
cg06995715,FOXL1
cg06999776,SEMA4F
cg07000551,BMF
cg07000831,SETDB2
cg07000831,CAB39L
cg07004820,TGFA
cg07006042,ATP1B3
cg07006526,SMTN
cg07008386,PLCB1
cg07009002,MB
cg07011110,BTN1A1
cg07013734,TRPC6
cg07015079,ANKRD35
cg07015629,ERBB4
cg07017374,FLT3
cg07020407,PDCD6
cg07020962,MAPRE2
cg07022885,HARBI1
cg07026910,INPP5D
cg07027075,LIAS
cg07027075,RPL9
cg07027685,IARS
cg07028533,CNTNAP2
cg07028869,DNAJC22
cg07031532,OAZ2
cg07031996,MTF1
cg07034269,UGGT1
cg07034561,RSPH1
cg07035740,SNCB
cg07036775,ANKRD34A
cg07036775,POLR3GL
cg07038617,ABCF2
cg07043494,HRH1
cg07044282,ANGPTL1
cg07044282,RALGPS2
cg07047653,AQP2
cg07049929,ABCD4
cg07051960,ATP1A3
cg07052387,HIF1A
cg07052880,ATP6V1B1
cg07053469,EID2B
cg07054788,RPL5
cg07056057,DYNLL2
cg07057831,STX2
cg07059875,EPCAM
cg07061145,DNAJA4
cg07061913,DNAJC9
cg07063745,LANCL1
cg07063745,CPS1
cg07064406,YWHAB
cg07065941,KLF10
cg07067241,TRPC1
cg07068998,NRAS
cg07068998,CSDE1
cg07070694,ZFYVE1
cg07070934,GJA4
cg07071881,FBXO7
cg07072140,NANP
cg07074571,AGPAT4
cg07076342,KLHDC3
cg07076342,MEA1
cg07078114,FAM69B
cg07080007,RPL27
cg07080358,CNRIP1
cg07084161,NBN
cg07084163,UGT3A2
cg07086380,TNFAIP8
cg07090813,PHGDH
cg07091552,UCP3
cg07091958,RTF1
cg07093046,MTR
cg07097098,PTPRH
cg07103819,DGAT1
cg07105440,CISH
cg07107453,IFI44
cg07109801,DALRD3
cg07109801,NDUFAF3
cg07113600,KLF12
cg07114024,BAHD1
cg07114894,ZNF23
cg07115558,TLE2
cg07117700,PSMC5
cg07117700,FTSJ3
cg07118638,ERI1
cg07123069,HOXC11
cg07123548,HIPK4
cg07125991,PLBD2
cg07127225,FCGRT
cg07127957,SYNPO2L
cg07128330,ITFG2
cg07138512,RAP1GAP
cg07141002,H1F0
cg07143898,SLIT1
cg07146718,FGF13
cg07147350,FMR1
cg07148914,GGT7
cg07149772,KCTD9
cg07152925,S100B
cg07153965,ACRV1
cg07156669,CPD
cg07158339,FXN
cg07159490,NXPH4
cg07163603,HLA-A
cg07172256,ERBB2IP
cg07172280,DPP7
cg07173760,CLC
cg07177300,FRMPD4
cg07177852,CCDC68
cg07179770,KLHL36
cg07186138,APOBEC3C
cg07186707,PAK4
cg07190485,STOM
cg07190917,STX4
cg07191600,TRERF1
cg07192857,HSPA1B
cg07193504,SRP9
cg07195282,ZNF563
cg07195577,TLCD1
cg07197059,EFS
cg07200280,RFTN1
cg07200897,HSPBAP1
cg07204803,ARL13B
cg07207789,CRISPLD2
cg07207937,MRPL1
cg07209631,PPM1K
cg07210490,SMARCD1
cg07211259,PDCD1LG2
cg07218880,UPF3A
cg07220442,NUP107
cg07223164,OSTC
cg07230446,GIGYF2
cg07231132,TMEM92
cg07236190,AMDHD1
cg07236358,POP5
cg07237939,SLC22A3
cg07242414,BMP1
cg07243519,UFM1
cg07243932,SLC30A4
cg07246225,ZEB2
cg07248043,OSBPL11
cg07248407,DNM2
cg07249409,C1orf123
cg07251857,ALPK3
cg07253191,PDHX
cg07253191,APIP
cg07259382,MARCH1
cg07263984,ATG12
cg07263984,AP3S1
cg07264679,CD163
cg07265310,KRT78
cg07265622,MED31
cg07270175,NOC3L
cg07271268,KDM5A
cg07271268,CCDC77
cg07278207,DNAJC24
cg07278207,DCDC1
cg07285167,CSF3R
cg07285276,RAPGEF1
cg07288394,C19orf12
cg07290273,TMEM17
cg07293947,SFXN1
cg07294541,DEF6
cg07294870,PIGT
cg07295034,SMG1
cg07295092,FPGS
cg07295678,DPYSL4
cg07296772,CHMP4A
cg07297178,CEACAM7
cg07297906,GPC3
cg07299462,MED8
cg07301004,ARPC3
cg07306197,ZNF266
cg07307078,TUBB6
cg07308943,TRMT61B
cg07309361,PCBP4
cg07309374,PDIA5
cg07310661,CUL3
cg07312445,NSUN7
cg07313155,THRA
cg07314337,PRPF40A
cg07314414,SAP130
cg07315445,MYL6
cg07318658,MTMR4
cg07322981,RNF103
cg07326586,UBD
cg07328495,SMC2
cg07328579,GLT8D2
cg07331806,AIFM3
cg07336230,KIF6
cg07342016,RAB33A
cg07342545,FOSL2
cg07347645,SYCP2
cg07351267,LRP3
cg07352586,KIAA1919
cg07354440,NDUFS2
cg07354440,ADAMTS4
cg07355551,ZNF343
cg07356189,TKTL1
cg07356771,IL17RB
cg07356771,CHDH
cg07357256,MRPS26
cg07360076,FGFR3
cg07361385,AHSG
cg07363637,SLC44A4
cg07364638,NGRN
cg07371290,HDAC5
cg07374145,ARRDC2
cg07374632,PCSK1N
cg07374928,FAM118B
cg07376232,AMICA1
cg07376535,ADCYAP1
cg07379574,TMEM59L
cg07380416,CD6
cg07384961,CLDN6
cg07387450,TMED5
cg07387450,CCDC18
cg07388493,NDUFS5
cg07393322,A4GALT
cg07401901,DAAM1
cg07403350,LIG4
cg07404418,LRWD1
cg07404418,ALKBH4
cg07404485,PON1
cg07405796,TRIM40
cg07408456,PGLYRP2
cg07410075,CCDC6
cg07414384,BAZ1A
cg07421682,PCSK6
cg07423906,C17orf89
cg07424155,CAPZA2
cg07425555,PODNL1
cg07428089,ATP5G3
cg07428182,PLXNA3
cg07430605,BRD8
cg07430605,KIF20A
cg07432969,GPR35
cg07433344,HSD17B8
cg07433453,C7orf50
cg07433453,GPR146
cg07435592,DCBLD2
cg07436807,ACTA2
cg07437033,ZBTB17
cg07441272,RPL39L
cg07442479,GDNF
cg07443954,CA11
cg07444907,UBLCP1
cg07446572,CDCA3
cg07446846,SLC6A8
cg07447773,AKR7A3
cg07448460,GGH
cg07452799,PARD3
cg07453618,TPRG1L
cg07455279,NDUFA3
cg07455975,OLA1
cg07459264,NECAP2
cg07461318,NTN4
cg07461582,RINT1
cg07463059,IFI16
cg07465480,TPMT
cg07465480,KDM1B
cg07465864,YTHDC2
cg07466531,SRP14
cg07469792,RASSF8
cg07477160,NDRG1
cg07478208,MEIS3
cg07480567,HS3ST3A1
cg07482936,C17orf82
cg07483064,ENO1
cg07484827,CHRNA10
cg07487535,DHCR7
cg07489003,XK
cg07489134,HELLS
cg07494047,ZNF304
cg07494518,SIK1
cg07496902,ASB14
cg07498879,OSM
cg07499072,FST
cg07499806,ZSCAN5A
cg07503829,PSMD13
cg07503829,SIRT3
cg07504780,PSMB9
cg07504780,TAP1
cg07506795,ZNF19
cg07507271,CTBP1
cg07510080,HIF1AN
cg07515662,RPS26
cg07518362,NOTCH2
cg07519011,TBC1D4
cg07520161,TMTC3
cg07520161,CEP290
cg07526021,MSH3
cg07526021,DHFR
cg07534467,ZNF16
cg07535475,ALG2
cg07535475,SEC61B
cg07535879,MTRF1L
cg07536920,RORB
cg07537523,BCAT1
cg07540118,ADAM19
cg07545925,CD3G
cg07545925,CD3D
cg07549630,NEDD1
cg07550267,RPS8
cg07554030,NAGLU
cg07560096,ME3
cg07561400,ZC3HAV1
cg07561588,RNF139
cg07566050,PEA15
cg07567107,HEATR6
cg07569756,LRRC59
cg07570142,MOXD1
cg07570421,PTER
cg07571117,FAM98A
cg07572341,FOXA2
cg07576541,SNAPIN
cg07577263,NUP205
cg07581365,CBX8
cg07581973,PRDX4
cg07584959,MED16
cg07586911,FAM71F1
cg07589355,RBMS2
cg07590705,CHCHD3
cg07594478,ARIH1
cg07595113,MYBL1
cg07595943,ADAD2
cg07596401,LHPP
cg07597871,RAP1A
cg07597976,CD19
cg07598199,MYOZ2
cg07601320,SLC38A4
cg07602026,PSME1
cg07602200,P2RX7
cg07611334,NRSN2
cg07613278,API5
cg07617246,IGDCC4
cg07617560,DNAJA3
cg07618900,BEST3
cg07621042,LRCH2
cg07623294,ELAVL2
cg07625840,PRSS12
cg07628086,AP2B1
cg07633499,UFD1L
cg07634191,SCARA5
cg07634204,VPS72
cg07634706,CCL17
cg07638871,MIER3
cg07638935,KAZALD1
cg07639720,BNC1
cg07639959,EXO1
cg07640820,AGK
cg07641524,MSRB3
cg07642638,CHGB
cg07644368,CDO1
cg07651242,ADCY1
cg07651857,RNF4
cg07654843,MYO18B
cg07654896,RGN
cg07654934,LXN
cg07654934,GFM1
cg07656304,NAP1L1
cg07656362,EIF3I
cg07656391,DPY30
cg07657236,KCNH8
cg07657776,UBE3B
cg07657776,KCTD10
cg07658590,SLC19A1
cg07664027,RPL13A
cg07664183,HAUS6
cg07666065,PON2
cg07667595,ZNF576
cg07667595,IRGQ
cg07668036,PSMD4
cg07671603,RNF32
cg07671976,TNFRSF18
cg07672479,DYNC1H1
cg07676849,FOLR3
cg07679836,BAK1
cg07681084,LMBR1
cg07684150,DCAF6
cg07684353,MYO1E
cg07684796,DKK1
cg07685034,PCBP3
cg07685869,KIFC3
cg07688234,CFP
cg07688613,INTS3
cg07688933,TMEM160
cg07689821,DAXX
cg07690018,CPNE7
cg07697078,PFDN1
cg07703337,ZNF610
cg07704144,SNPH
cg07705908,SPDEF
cg07706067,DHRS7B
cg07706362,ZNF91
cg07707227,CDC20B
cg07707498,C16orf87
cg07708788,SLCO2A1
cg07710481,SLITRK5
cg07713361,APOL1
cg07714534,PRCP
cg07719512,SLC11A1
cg07719737,MANBAL
cg07730301,ALDH3B1
cg07731916,IRF2
cg07732037,MPHOSPH9
cg07733031,SGTB
cg07733031,NLN
cg07736705,POM121
cg07737781,MLXIPL
cg07739803,SLC30A7
cg07739803,EXTL2
cg07744166,WASF3
cg07745434,CHST13
cg07746918,SREBF2
cg07747336,PATE2
cg07748017,PEX5
cg07748540,PDGFD
cg07753583,ACTR3C
cg07753644,P2RY11
cg07755653,STX11
cg07758574,C3orf62
cg07758904,SLC46A2
cg07761912,TOR1AIP2
cg07764959,SLC43A1
cg07770222,C8orf31
cg07773642,PSMD7
cg07774222,MED6
cg07775501,JOSD2
cg07775675,SPHK1
cg07777378,GRN
cg07778080,NPC1
cg07780979,AHRR
cg07782113,HIVEP1
cg07785936,GPR39
cg07789083,GPRC5C
cg07789552,STK40
cg07799434,C19orf43
cg07799947,NPAS2
cg07800320,ALDH1L1
cg07803864,TUBAL3
cg07804122,TXN
cg07805833,POLR1C
cg07805833,YIPF3
cg07806164,UBE2E2
cg07807709,HIST2H2AB
cg07807817,COQ6
cg07807817,FAM161B
cg07810156,PDZK1IP1
cg07810967,IL13
cg07811750,CAMTA2
cg07815386,RNF149
cg07816439,C1QTNF2
cg07817698,DHODH
cg07817783,DAP
cg07818646,RNASEH2B
cg07820214,RUVBL1
cg07823755,UGT1A6
cg07824317,RPGR
cg07829804,OLR1
cg07833035,RPS23
cg07833382,SCPEP1
cg07836370,GLTP
cg07837085,SLAMF7
cg07842062,MEFV
cg07842593,SEPHS2
cg07843027,TMEM170A
cg07846167,FBLIM1
cg07846220,LAMA1
cg07847428,MARCH2
cg07849904,MN1
cg07850604,INSM2
cg07851243,MXRA7
cg07851278,RIOK3
cg07854244,IP6K2
cg07857181,POLH
cg07857181,XPO5
cg07858745,GTF2I
cg07861564,HSPB8
cg07862358,MYO10
cg07864189,NADSYN1
cg07867360,PPP2R2C
cg07871503,RASGEF1A
cg07872652,CNIH2
