,immune,classic,endo,basal
FGF9,15.0,49.0,7.0,0.0
FGFBP1,3.0,200.0,0.0,60.0
FGFBP2,737.0,34.0,14.0,11.0
FGFBP3,47.0,76.0,4.0,5.0
FGFR1,347.0,470.0,112.0,29.0
FGFR1OP,183.0,166.0,7.0,12.0
FGFR1OP2,1955.0,1005.0,72.0,131.0
FGFR2,18.0,441.0,1.0,33.0
FGFR3,21.0,432.0,13.0,147.0
FGFR4,12.0,337.0,2.0,0.0
FGFRL1,92.0,497.0,2.0,20.0
FGG,54.0,54.0,6.0,3.0
FGGY,105.0,138.0,3.0,17.0
FGL1,23.0,13.0,1.0,0.0
FGL2,10123.0,168.0,105.0,6.0
FGR,2947.0,55.0,35.0,5.0
FH,358.0,407.0,16.0,53.0
FHAD1,297.0,149.0,1.0,10.0
FHDC1,9.0,277.0,0.0,30.0
FHIT,79.0,90.0,8.0,2.0
FHL1,166.0,180.0,64.0,35.0
FHL2,63.0,2180.0,4.0,164.0
FHL3,438.0,107.0,13.0,27.0
FHL5,0.0,0.0,0.0,0.0
FHOD1,1005.0,177.0,79.0,7.0
FHOD3,9.0,237.0,2.0,36.0
FIBCD1,6.0,114.0,1.0,14.0
FIBIN,1.0,12.0,0.0,1.0
FIBP,1385.0,1114.0,46.0,120.0
FICD,246.0,306.0,13.0,16.0
FIG4,644.0,203.0,19.0,15.0
FIGN,4.0,79.0,4.0,3.0
FIGNL1,204.0,186.0,8.0,38.0
FILIP1,7.0,14.0,101.0,0.0
FILIP1L,293.0,315.0,27.0,27.0
FIP1L1,1996.0,1474.0,70.0,150.0
FIS1,1266.0,2226.0,109.0,215.0
FITM1,9.0,2.0,0.0,0.0
FITM2,77.0,343.0,4.0,8.0
FIZ1,115.0,118.0,5.0,13.0
FJX1,26.0,100.0,47.0,33.0
FKBP10,20.0,662.0,26.0,63.0
FKBP11,258.0,218.0,9.0,13.0
FKBP14,132.0,200.0,18.0,40.0
FKBP15,4301.0,896.0,93.0,103.0
FKBP1A,1710.0,1483.0,197.0,173.0
FKBP1B,67.0,369.0,5.0,17.0
FKBP1C,10.0,9.0,3.0,0.0
FKBP2,1311.0,2641.0,75.0,141.0
FKBP3,1106.0,1426.0,41.0,116.0
FKBP4,722.0,2180.0,25.0,465.0
FKBP5,4271.0,750.0,86.0,165.0
FKBP7,33.0,39.0,10.0,1.0
FKBP8,858.0,782.0,24.0,68.0
FKBP9,96.0,836.0,57.0,76.0
FKBPL,77.0,76.0,5.0,8.0
FKRP,259.0,215.0,19.0,31.0
FKTN,183.0,317.0,5.0,46.0
FLAD1,734.0,934.0,21.0,169.0
FLCN,299.0,180.0,17.0,9.0
FLG,10.0,15.0,2.0,3.0
FLG-AS1,0.0,0.0,0.0,0.0
FLG2,0.0,1.0,0.0,0.0
FLI1,2271.0,96.0,130.0,9.0
FLI1-AS1,54.0,19.0,4.0,3.0
FLII,3695.0,3125.0,99.0,265.0
FLJ00104,59.0,23.0,0.0,1.0
FLJ00418,3.0,12.0,6.0,2.0
FLJ20306,7.0,10.0,2.0,1.0
FLJ27365,46.0,99.0,11.0,11.0
FLJ30594,0.0,0.0,0.0,0.0
FLJ45079,10.0,4.0,1.0,0.0
FLNA,10724.0,8523.0,267.0,1236.0
FLNB,922.0,7419.0,242.0,852.0
FLNB-AS1,9.0,22.0,0.0,4.0
FLNC,12.0,173.0,3.0,9.0
FLOT1,2808.0,2589.0,222.0,179.0
FLOT2,1594.0,936.0,76.0,108.0
FLRT1,2.0,8.0,0.0,0.0
FLRT2,29.0,61.0,98.0,12.0
FLRT3,8.0,963.0,6.0,72.0
FLT1,372.0,38.0,714.0,0.0
FLT3,416.0,8.0,9.0,0.0
FLT3LG,124.0,17.0,1.0,0.0
FLT4,70.0,17.0,192.0,1.0
FLVCR1,230.0,373.0,5.0,32.0
FLVCR1-AS1,76.0,56.0,0.0,9.0
FLVCR2,859.0,58.0,3.0,6.0
FLYWCH1,393.0,262.0,23.0,19.0
FLYWCH2,168.0,155.0,12.0,16.0
FMN1,1140.0,1394.0,0.0,73.0
FMN2,6.0,77.0,0.0,0.0
FMNL1,2821.0,317.0,27.0,27.0
FMNL2,2371.0,768.0,74.0,173.0
FMNL3,1874.0,160.0,91.0,18.0
FMO1,4.0,2.0,0.0,0.0
FMO2,4.0,1.0,24.0,0.0
FMO3,17.0,63.0,0.0,34.0
FMO4,62.0,44.0,1.0,5.0
FMO5,87.0,307.0,2.0,2.0
FMO6P,0.0,0.0,0.0,0.0
FMOD,13.0,319.0,3.0,0.0
FMR1,1327.0,1384.0,43.0,159.0
FMR1-AS1,0.0,0.0,0.0,0.0
FN1,6138.0,13202.0,153.0,1482.0
FN3K,22.0,121.0,6.0,7.0
FN3KRP,554.0,599.0,18.0,67.0
FNBP1,8010.0,584.0,207.0,74.0
FNBP1L,111.0,1666.0,81.0,82.0
FNBP4,2491.0,1355.0,115.0,112.0
FNDC1,9.0,1.0,1.0,0.0
FNDC3A,1957.0,3104.0,97.0,122.0
FNDC3B,2413.0,3212.0,129.0,333.0
FNDC4,11.0,279.0,16.0,28.0
FNDC5,8.0,15.0,1.0,4.0
FNDC7,0.0,0.0,0.0,0.0
FNIP1,932.0,705.0,37.0,67.0
FNIP2,1470.0,1067.0,72.0,31.0
FNTA,1264.0,1291.0,74.0,97.0
FNTB,141.0,178.0,5.0,21.0
FOCAD,266.0,313.0,22.0,36.0
FOLH1,2.0,0.0,10.0,0.0
FOLR1,5.0,118.0,0.0,3.0
FOLR2,1521.0,25.0,0.0,4.0
FOLR3,73.0,1.0,1.0,0.0
FOPNL,435.0,492.0,13.0,40.0
FOS,38674.0,10379.0,943.0,653.0
FOSB,18403.0,3933.0,578.0,343.0
FOSL1,74.0,453.0,4.0,51.0
FOSL2,2483.0,1016.0,94.0,109.0
FOXA1,8.0,157.0,0.0,19.0
FOXA2,3.0,674.0,0.0,46.0
FOXA3,5.0,574.0,1.0,11.0
FOXC1,21.0,675.0,33.0,104.0
FOXC2,0.0,0.0,0.0,0.0
FOXD1,13.0,84.0,1.0,12.0
FOXD2,23.0,78.0,0.0,2.0
FOXD2-AS1,17.0,30.0,0.0,0.0
FOXD4,1.0,4.0,1.0,0.0
FOXE1,1.0,20.0,0.0,1.0
FOXF1,2.0,7.0,2.0,1.0
FOXF2,2.0,7.0,0.0,1.0
FOXH1,2.0,11.0,0.0,1.0
FOXI1,0.0,1.0,0.0,0.0
FOXJ1,13.0,98.0,3.0,6.0
FOXJ2,503.0,350.0,27.0,46.0
FOXJ3,935.0,656.0,43.0,89.0
FOXK1,612.0,783.0,33.0,140.0
FOXK2,875.0,1055.0,32.0,107.0
FOXL1,3.0,260.0,0.0,12.0
FOXL2,3.0,3.0,0.0,2.0
FOXM1,194.0,290.0,6.0,115.0
FOXN1,3.0,0.0,0.0,0.0
FOXN2,1257.0,432.0,27.0,38.0
FOXN3,3119.0,416.0,119.0,82.0
FOXN3-AS1,58.0,30.0,4.0,7.0
FOXN3-AS2,0.0,0.0,0.0,0.0
FOXO1,1744.0,977.0,99.0,73.0
FOXO3,1285.0,1052.0,56.0,109.0
FOXO4,366.0,274.0,21.0,20.0
FOXO6,1.0,14.0,0.0,2.0
FOXP1,2936.0,2483.0,172.0,178.0
FOXP1-IT1,20.0,13.0,1.0,0.0
FOXP2,8.0,136.0,7.0,0.0
FOXP3,547.0,34.0,1.0,1.0
FOXP4,108.0,301.0,1.0,13.0
FOXQ1,7.0,855.0,0.0,95.0
FOXRED1,275.0,253.0,11.0,18.0
FOXRED2,262.0,154.0,7.0,19.0
FOXS1,2.0,3.0,0.0,0.0
FPGS,590.0,465.0,22.0,62.0
FPGT,151.0,156.0,5.0,9.0
FPGT-TNNI3K,3.0,8.0,0.0,1.0
FPR1,2761.0,79.0,25.0,9.0
FPR2,152.0,0.0,2.0,0.0
FPR3,4073.0,78.0,13.0,3.0
FRA10AC1,724.0,556.0,30.0,30.0
FRAS1,8.0,295.0,0.0,19.0
FRAT1,351.0,75.0,8.0,5.0
FRAT2,495.0,258.0,20.0,19.0
FREM1,3.0,5.0,2.0,1.0
FREM2,6.0,128.0,0.0,0.0
FREM3,2.0,1.0,0.0,0.0
FRG1,355.0,318.0,19.0,34.0
FRG1B,184.0,273.0,11.0,12.0
FRK,5.0,402.0,0.0,18.0
FRMD1,0.0,0.0,0.0,0.0
FRMD3,103.0,89.0,1.0,9.0
FRMD4A,1018.0,131.0,74.0,17.0
FRMD4B,1816.0,839.0,140.0,125.0
FRMD5,6.0,376.0,1.0,39.0
FRMD6,23.0,702.0,13.0,264.0
FRMD8,490.0,524.0,46.0,70.0
FRMPD1,4.0,28.0,0.0,0.0
FRMPD2,0.0,1.0,0.0,0.0
FRMPD3,24.0,23.0,0.0,3.0
FRMPD4,3.0,30.0,0.0,0.0
FRRS1,83.0,113.0,3.0,14.0
FRRS1L,4.0,66.0,0.0,0.0
FRS2,463.0,655.0,14.0,40.0
FRS3,45.0,42.0,4.0,3.0
FRY,308.0,494.0,33.0,16.0
FRY-AS1,7.0,7.0,1.0,0.0
FRYL,2626.0,2137.0,153.0,198.0
FRZB,1.0,4.0,1.0,0.0
FSBP,2.0,16.0,1.0,2.0
FSCN1,261.0,890.0,181.0,367.0
FSCN2,5.0,3.0,1.0,1.0
FSCN3,15.0,5.0,1.0,1.0
FSD1,79.0,33.0,0.0,0.0
FSD1L,108.0,139.0,2.0,5.0
FSD2,15.0,4.0,1.0,1.0
FSIP1,17.0,29.0,0.0,5.0
FSIP2,7.0,92.0,3.0,7.0
FST,11.0,317.0,2.0,129.0
FSTL1,54.0,1268.0,108.0,186.0
FSTL3,38.0,344.0,0.0,50.0
FSTL4,4.0,92.0,0.0,0.0
FTCD,9.0,180.0,1.0,0.0
FTCDNL1,48.0,3.0,0.0,0.0
FTH1,35468.0,11994.0,583.0,916.0
FTL,72557.0,10707.0,699.0,658.0
FTO,428.0,428.0,23.0,38.0
FTO-IT1,18.0,10.0,0.0,0.0
FTSJ1,428.0,654.0,12.0,58.0
FTSJ2,624.0,636.0,19.0,70.0
FTSJ3,1341.0,1340.0,79.0,130.0
FTX,79.0,83.0,7.0,1.0
FUBP1,2879.0,2434.0,124.0,299.0
FUBP3,775.0,838.0,38.0,84.0
FUCA1,1801.0,919.0,23.0,50.0
FUCA2,1424.0,1221.0,36.0,99.0
FUK,223.0,288.0,11.0,22.0
FUNDC1,226.0,395.0,9.0,35.0
FUNDC2,937.0,867.0,36.0,109.0
FUOM,411.0,102.0,10.0,7.0
FURIN,989.0,1180.0,36.0,101.0
FUS,5301.0,3601.0,232.0,350.0
FUT1,8.0,149.0,20.0,18.0
FUT10,129.0,163.0,10.0,5.0
FUT11,694.0,394.0,65.0,55.0
FUT2,15.0,687.0,0.0,26.0
FUT3,19.0,1180.0,2.0,54.0
FUT4,403.0,458.0,5.0,7.0
FUT6,8.0,323.0,0.0,11.0
FUT7,122.0,1.0,0.0,1.0
FUT8,601.0,916.0,47.0,101.0
FUT9,1.0,38.0,0.0,0.0
FUZ,82.0,136.0,8.0,13.0
FXN,177.0,77.0,8.0,21.0
FXR1,2456.0,2559.0,110.0,296.0
FXR2,341.0,403.0,20.0,47.0
FXYD1,10.0,2.0,0.0,0.0
FXYD2,39.0,272.0,1.0,0.0
FXYD3,179.0,6196.0,3.0,812.0
FXYD5,1903.0,1349.0,63.0,166.0
FXYD6,271.0,54.0,178.0,0.0
FXYD7,17.0,2.0,3.0,0.0
FYB,14439.0,769.0,128.0,138.0
FYCO1,1062.0,650.0,46.0,61.0
FYN,3730.0,428.0,160.0,19.0
FYTTD1,1644.0,1080.0,68.0,99.0
FZD1,247.0,120.0,5.0,15.0
FZD10,0.0,16.0,0.0,0.0
FZD10-AS1,5.0,16.0,0.0,0.0
FZD2,212.0,59.0,1.0,11.0
FZD3,89.0,216.0,12.0,12.0
FZD4,17.0,80.0,194.0,20.0
FZD5,114.0,721.0,6.0,17.0
FZD6,40.0,508.0,17.0,133.0
FZD7,31.0,240.0,1.0,27.0
FZD8,29.0,42.0,26.0,5.0
FZD9,1.0,0.0,0.0,0.0
FZR1,390.0,344.0,11.0,17.0
G0S2,1493.0,413.0,11.0,60.0
G2E3,373.0,316.0,14.0,38.0
G3BP1,3255.0,2967.0,135.0,400.0
G3BP2,3332.0,2856.0,115.0,261.0
G6PC,6.0,2.0,0.0,0.0
G6PC3,304.0,414.0,17.0,32.0
G6PD,768.0,580.0,9.0,85.0
GAA,3030.0,672.0,43.0,68.0
GAB1,187.0,250.0,31.0,18.0
GAB2,1000.0,268.0,15.0,7.0
GAB3,1064.0,27.0,16.0,5.0
GABARAP,944.0,322.0,43.0,9.0
GABARAPL1,1132.0,755.0,43.0,89.0
GABARAPL2,1676.0,1743.0,92.0,133.0
GABARAPL3,0.0,0.0,0.0,0.0
GABBR1,388.0,232.0,58.0,8.0
GABBR2,7.0,21.0,0.0,2.0
GABPA,623.0,336.0,39.0,24.0
GABPB1,392.0,260.0,20.0,17.0
GABPB1-AS1,191.0,115.0,10.0,6.0
GABPB2,789.0,438.0,18.0,67.0
GABRA1,2.0,29.0,0.0,0.0
GABRA2,3.0,3.0,0.0,10.0
GABRA3,0.0,44.0,0.0,0.0
GABRA4,0.0,0.0,0.0,0.0
GABRB1,0.0,0.0,0.0,0.0
GABRB2,39.0,39.0,5.0,0.0
GABRB3,4.0,584.0,1.0,2.0
GABRD,0.0,3.0,3.0,1.0
GABRE,6.0,295.0,17.0,17.0
GABRG1,1.0,0.0,0.0,0.0
GABRG2,1.0,37.0,0.0,0.0
GABRP,39.0,2602.0,1.0,69.0
GABRQ,0.0,0.0,0.0,0.0
GABRR1,0.0,0.0,0.0,0.0
GABRR2,8.0,4.0,1.0,1.0
GAD1,8.0,64.0,0.0,3.0
GAD2,5.0,35.0,0.0,0.0
GADD45A,636.0,867.0,37.0,62.0
GADD45B,11863.0,1325.0,336.0,97.0
GADD45G,522.0,179.0,20.0,9.0
GADD45GIP1,1215.0,2008.0,71.0,245.0
GADL1,5.0,2.0,0.0,0.0
GAK,1827.0,1586.0,49.0,93.0
GAL,1.0,10.0,0.0,20.0
GAL3ST1,2.0,129.0,0.0,0.0
GAL3ST4,590.0,27.0,2.0,2.0
GALC,938.0,685.0,29.0,32.0
GALE,347.0,1191.0,22.0,87.0
GALK1,472.0,198.0,18.0,26.0
GALK2,304.0,401.0,17.0,18.0
GALM,1579.0,451.0,16.0,27.0
GALNS,425.0,264.0,12.0,19.0
GALNT1,2503.0,2211.0,121.0,383.0
GALNT10,1421.0,2201.0,52.0,245.0
GALNT11,635.0,573.0,39.0,48.0
GALNT12,115.0,668.0,2.0,43.0
GALNT13,2.0,30.0,0.0,1.0
GALNT14,12.0,235.0,19.0,26.0
GALNT15,9.0,6.0,161.0,0.0
GALNT16,8.0,12.0,0.0,1.0
GALNT18,1.0,37.0,32.0,9.0
GALNT2,1075.0,2093.0,31.0,224.0
GALNT3,289.0,1785.0,4.0,142.0
GALNT5,27.0,2748.0,4.0,215.0
GALNT6,1289.0,808.0,15.0,50.0
GALNT7,957.0,1675.0,31.0,189.0
GALNT9,3.0,16.0,0.0,2.0
GALNTL5,1.0,0.0,0.0,0.0
GALNTL6,8.0,8.0,0.0,0.0
GALR2,15.0,7.0,1.0,2.0
GAMT,124.0,103.0,1.0,8.0
GAN,295.0,908.0,10.0,73.0
GANAB,1085.0,1317.0,62.0,148.0
GANC,449.0,285.0,13.0,21.0
GAP43,3.0,6.0,0.0,0.0
GAPDH,22259.0,32110.0,792.0,7021.0
GAPT,1188.0,22.0,14.0,1.0
GAPVD1,2093.0,1179.0,62.0,182.0
GAR1,340.0,332.0,11.0,40.0
GAREM,31.0,846.0,2.0,51.0
GAREML,29.0,29.0,1.0,5.0
GARNL3,25.0,27.0,4.0,2.0
GARS,1422.0,2307.0,58.0,234.0
GART,1147.0,1276.0,49.0,200.0
GAS1,15.0,4.0,13.0,2.0
GAS2,3.0,117.0,0.0,0.0
GAS2L1,153.0,244.0,32.0,40.0
GAS2L2,0.0,0.0,0.0,0.0
GAS2L3,663.0,235.0,15.0,13.0
GAS5,2582.0,3525.0,118.0,487.0
GAS5-AS1,10.0,11.0,1.0,1.0
GAS6,598.0,880.0,94.0,93.0
GAS6-AS1,10.0,10.0,5.0,1.0
GAS6-AS2,3.0,30.0,3.0,0.0
GAS7,1706.0,129.0,16.0,16.0
GAS8,68.0,364.0,5.0,30.0
GATA2,41.0,57.0,67.0,7.0
GATA3,1533.0,527.0,26.0,37.0
GATA3-AS1,0.0,0.0,0.0,0.0
GATA4,4.0,169.0,61.0,7.0
GATA5,1.0,9.0,1.0,0.0
GATA6,8.0,484.0,4.0,15.0
GATA6-AS1,0.0,44.0,1.0,1.0
GATAD1,1197.0,1636.0,44.0,182.0
GATAD2A,1745.0,1200.0,67.0,103.0
GATAD2B,1303.0,833.0,57.0,88.0
GATC,306.0,328.0,17.0,37.0
GATM,425.0,598.0,2.0,11.0
GATS,57.0,102.0,4.0,1.0
GATSL3,32.0,16.0,7.0,3.0
GBA,733.0,474.0,13.0,38.0
GBA2,809.0,630.0,43.0,48.0
GBAS,1289.0,1260.0,50.0,135.0
GBE1,274.0,212.0,15.0,19.0
GBF1,1228.0,1068.0,35.0,82.0
GBGT1,455.0,25.0,3.0,2.0
GBP1,4288.0,1966.0,110.0,351.0
GBP2,5474.0,3466.0,115.0,411.0
GBP3,933.0,1807.0,51.0,153.0
GBP4,3035.0,1512.0,277.0,352.0
GBP5,5224.0,670.0,66.0,126.0
GBP6,10.0,113.0,0.0,29.0
GBP7,82.0,55.0,4.0,8.0
GC,18.0,46.0,1.0,0.0
GCA,712.0,280.0,22.0,17.0
GCAT,26.0,112.0,3.0,14.0
GCC1,597.0,517.0,21.0,41.0
GCC2,2527.0,3439.0,106.0,137.0
GCDH,158.0,169.0,8.0,12.0
GCFC2,402.0,289.0,30.0,28.0
GCGR,0.0,0.0,0.0,0.0
GCH1,656.0,192.0,12.0,4.0
GCHFR,1001.0,454.0,2.0,24.0
GCK,2.0,7.0,0.0,0.0
GCKR,3.0,57.0,0.0,3.0
GCLC,867.0,684.0,19.0,86.0
GCLM,330.0,348.0,25.0,56.0
GCM1,0.0,0.0,0.0,0.0
GCN1L1,1123.0,1402.0,46.0,133.0
GCNT1,793.0,301.0,14.0,60.0
GCNT2,294.0,203.0,32.0,11.0
GCNT3,64.0,4201.0,1.0,148.0
GCNT4,23.0,22.0,1.0,1.0
GCOM1,7.0,18.0,0.0,4.0
GCSAM,176.0,19.0,1.0,5.0
GCSAML,16.0,2.0,0.0,0.0
GCSH,7.0,17.0,0.0,4.0
GDA,9.0,995.0,1.0,14.0
GDAP1,174.0,267.0,8.0,21.0
GDAP1L1,3.0,48.0,0.0,0.0
GDAP2,496.0,315.0,14.0,34.0
GDE1,1483.0,1656.0,22.0,154.0
GDF10,1.0,0.0,0.0,0.0
GDF11,230.0,126.0,8.0,6.0
GDF15,104.0,1253.0,23.0,12.0
GDF3,0.0,0.0,0.0,0.0
GDF5OS,0.0,0.0,0.0,0.0
GDF6,3.0,11.0,0.0,0.0
GDF7,12.0,19.0,2.0,0.0
GDF9,17.0,27.0,0.0,3.0
GDI1,1210.0,1817.0,51.0,164.0
GDI2,5471.0,3255.0,148.0,274.0
GDNF,2.0,34.0,0.0,0.0
GDPD1,72.0,144.0,1.0,9.0
GDPD2,9.0,25.0,0.0,11.0
GDPD3,69.0,154.0,6.0,12.0
GDPD4,0.0,0.0,0.0,0.0
GDPD5,265.0,98.0,55.0,5.0
GDPGP1,40.0,36.0,2.0,3.0
GEM,192.0,252.0,2.0,15.0
GEMIN2,68.0,64.0,4.0,8.0
GEMIN4,204.0,197.0,12.0,37.0
GEMIN5,576.0,645.0,21.0,121.0
GEMIN6,197.0,234.0,5.0,31.0
GEMIN7,197.0,183.0,9.0,15.0
GEMIN8,170.0,209.0,9.0,24.0
GEN1,273.0,293.0,7.0,55.0
GET4,50.0,86.0,0.0,5.0
GFAP,8.0,16.0,0.0,0.0
GFER,251.0,348.0,13.0,43.0
GFI1,278.0,16.0,3.0,1.0
GFI1B,0.0,0.0,0.0,0.0
GFM1,969.0,1050.0,53.0,125.0
GFM2,361.0,456.0,15.0,35.0
GFOD1,575.0,142.0,43.0,24.0
GFOD2,270.0,341.0,49.0,22.0
GFPT1,756.0,3185.0,36.0,114.0
GFPT2,6.0,46.0,0.0,13.0
GFRA1,9.0,7.0,3.0,0.0
GFRA2,328.0,5.0,2.0,1.0
GFRA3,1.0,0.0,0.0,0.0
GGA1,1178.0,577.0,61.0,48.0
GGA2,2451.0,798.0,44.0,72.0
GGA3,1194.0,796.0,36.0,59.0
GGACT,74.0,98.0,7.0,8.0
GGCT,483.0,763.0,36.0,143.0
GGCX,394.0,596.0,26.0,66.0
GGH,142.0,303.0,2.0,47.0
GGN,3.0,7.0,1.0,1.0
GGNBP2,2968.0,2281.0,94.0,199.0
GGPS1,727.0,1073.0,37.0,74.0
GGT1,101.0,155.0,0.0,2.0
GGT5,33.0,188.0,15.0,14.0
GGT6,3.0,244.0,0.0,29.0
GGT7,72.0,158.0,2.0,2.0
GGTLC1,0.0,0.0,0.0,0.0
GHDC,417.0,494.0,35.0,40.0
GHITM,2878.0,2880.0,93.0,466.0
GHR,6.0,18.0,0.0,0.0
GHRL,76.0,3.0,1.0,5.0
GHRLOS,71.0,12.0,2.0,2.0
GHc-362H12.3,0.0,0.0,0.0,0.0
GID4,223.0,155.0,20.0,15.0
GID8,612.0,1014.0,29.0,87.0
GIF,1.0,0.0,0.0,0.0
GIGYF1,669.0,580.0,16.0,54.0
GIGYF2,2355.0,1757.0,106.0,164.0
GIMAP1,1706.0,48.0,100.0,1.0
GIMAP2,857.0,117.0,38.0,12.0
GIMAP4,4373.0,133.0,309.0,3.0
GIMAP5,1883.0,74.0,120.0,2.0
GIMAP6,1321.0,37.0,91.0,2.0
GIMAP7,2585.0,64.0,201.0,0.0
GIMAP8,2358.0,61.0,291.0,3.0
GIN1,138.0,122.0,7.0,9.0
GINM1,905.0,854.0,84.0,76.0
GINS1,94.0,134.0,0.0,29.0
GINS2,143.0,159.0,3.0,59.0
GINS3,89.0,63.0,6.0,24.0
GINS4,160.0,197.0,11.0,48.0
GIPC1,320.0,1336.0,21.0,114.0
GIPC2,14.0,313.0,23.0,6.0
GIPC3,6.0,0.0,16.0,0.0
GIPR,73.0,261.0,1.0,6.0
GIT1,733.0,651.0,56.0,63.0
GIT2,2694.0,636.0,89.0,40.0
GJA1,4.0,31.0,56.0,27.0
GJA3,5.0,13.0,0.0,1.0
GJA4,7.0,5.0,206.0,2.0
GJA5,4.0,31.0,71.0,11.0
GJA8,0.0,0.0,0.0,0.0
GJB1,28.0,983.0,0.0,1.0
GJB2,43.0,1506.0,1.0,287.0
GJB3,5.0,619.0,0.0,162.0
GJB4,4.0,108.0,0.0,45.0
GJB5,8.0,162.0,0.0,163.0
GJB6,6.0,166.0,0.0,29.0
GJB7,0.0,13.0,0.0,0.0
GJC1,10.0,120.0,30.0,16.0
GJC2,7.0,146.0,3.0,5.0
GJC3,1.0,13.0,0.0,2.0
GJD2,2.0,55.0,0.0,0.0
GJD4,0.0,0.0,0.0,0.0
GK,157.0,57.0,0.0,1.0
GK5,188.0,212.0,3.0,11.0
GKAP1,85.0,102.0,4.0,2.0
GLA,1051.0,308.0,14.0,31.0
GLB1,2023.0,1229.0,51.0,90.0
GLB1L,186.0,76.0,8.0,13.0
GLB1L2,8.0,143.0,0.0,25.0
GLB1L3,24.0,11.0,0.0,0.0
GLCCI1,1143.0,208.0,11.0,15.0
GLCE,256.0,308.0,26.0,15.0
GLDC,14.0,17.0,0.0,2.0
GLDN,248.0,16.0,1.0,1.0
GLE1,585.0,307.0,10.0,33.0
GLG1,5124.0,5023.0,230.0,521.0
GLI1,5.0,6.0,1.0,0.0
GLI2,5.0,72.0,0.0,6.0
GLI3,23.0,20.0,8.0,10.0
GLI4,53.0,60.0,2.0,2.0
GLIPR1,5404.0,424.0,49.0,41.0
GLIPR1L2,14.0,42.0,1.0,1.0
GLIPR2,2386.0,94.0,36.0,2.0
GLIS1,0.0,0.0,0.0,0.0
GLIS2,3.0,189.0,7.0,25.0
GLIS3,44.0,187.0,3.0,6.0
GLMN,138.0,100.0,10.0,10.0
GLO1,1400.0,1752.0,78.0,136.0
GLOD4,865.0,842.0,40.0,73.0
GLOD5,4.0,19.0,0.0,0.0
GLP1R,4.0,15.0,0.0,0.0
GLP2R,3.0,2.0,0.0,0.0
GLRA1,1.0,10.0,0.0,0.0
GLRA3,6.0,19.0,0.0,2.0
GLRB,1.0,51.0,1.0,1.0
GLRX,1979.0,581.0,30.0,58.0
GLRX2,270.0,443.0,7.0,28.0
GLRX3,579.0,886.0,30.0,112.0
GLRX5,768.0,807.0,52.0,101.0
GLS,2309.0,1318.0,98.0,82.0
GLS2,22.0,70.0,0.0,3.0
GLT1D1,222.0,7.0,4.0,1.0
GLT8D1,556.0,584.0,34.0,45.0
GLT8D2,5.0,20.0,12.0,7.0
GLTP,983.0,595.0,49.0,109.0
GLTPD1,259.0,409.0,22.0,28.0
GLTPD2,1.0,28.0,0.0,0.0
GLTSCR1,108.0,99.0,11.0,3.0
GLTSCR1L,819.0,367.0,33.0,17.0
GLTSCR2,10173.0,5469.0,403.0,674.0
GLUD1,2192.0,2134.0,77.0,310.0
GLUD2,31.0,53.0,1.0,3.0
GLUL,12382.0,4447.0,187.0,903.0
GLYAT,2.0,4.0,0.0,0.0
GLYATL1,7.0,17.0,0.0,0.0
GLYATL2,0.0,0.0,0.0,0.0
GLYCTK,240.0,210.0,17.0,5.0
GLYCTK-AS1,8.0,7.0,0.0,0.0
GLYR1,1754.0,1508.0,83.0,122.0
GM2A,6256.0,736.0,56.0,224.0
GMCL1,616.0,535.0,20.0,35.0
GMDS,208.0,588.0,10.0,39.0
GMDS-AS1,134.0,90.0,3.0,4.0
GMEB1,807.0,277.0,30.0,28.0
GMEB2,244.0,258.0,14.0,17.0
GMFB,515.0,547.0,21.0,45.0
GMFG,4390.0,179.0,150.0,4.0
GMIP,1416.0,264.0,21.0,23.0
GMNC,0.0,0.0,0.0,0.0
GMNN,290.0,290.0,12.0,54.0
GMPPA,554.0,586.0,17.0,50.0
GMPPB,28.0,13.0,2.0,0.0
GMPR,90.0,36.0,8.0,6.0
GMPR2,1176.0,1080.0,54.0,118.0
GMPS,1104.0,1139.0,38.0,240.0
GNA11,129.0,1275.0,84.0,89.0
GNA12,944.0,737.0,64.0,91.0
GNA13,2651.0,875.0,43.0,56.0
GNA14,1.0,23.0,35.0,0.0
GNA15,1384.0,539.0,9.0,107.0
GNAI1,62.0,484.0,48.0,70.0
GNAI2,10533.0,2630.0,384.0,250.0
GNAI3,2305.0,1480.0,76.0,165.0
GNAL,50.0,61.0,4.0,20.0
GNAO1,80.0,130.0,1.0,0.0
GNAQ,2317.0,1297.0,94.0,103.0
GNAS,20481.0,46464.0,1184.0,1872.0
GNAS-AS1,1.0,0.0,0.0,0.0
GNAT2,3.0,9.0,0.0,1.0
GNAZ,28.0,130.0,0.0,3.0
GNB1,6191.0,4156.0,266.0,357.0
GNB1L,129.0,77.0,4.0,7.0
GNB2,1669.0,1904.0,72.0,130.0
GNB2L1,24122.0,19952.0,991.0,3062.0
GNB3,5.0,8.0,0.0,0.0
GNB4,1168.0,48.0,42.0,7.0
GNB5,382.0,532.0,14.0,32.0
GNE,225.0,1145.0,7.0,138.0
GNG10,27.0,20.0,0.0,0.0
GNG11,65.0,39.0,737.0,15.0
GNG12,114.0,3025.0,132.0,196.0
GNG12-AS1,2.0,8.0,0.0,1.0
GNG2,2487.0,385.0,46.0,6.0
GNG3,4.0,11.0,0.0,0.0
