,immune,endo,fibro,classic,basal
TM4SF1,801.0,13278.0,1606.0,21407.0,870.0
TM4SF1-AS1,1.0,21.0,11.0,395.0,16.0
TM4SF4,144.0,341.0,133.0,6727.0,18.0
WWTR1,82.0,2508.0,366.0,877.0,55.0
COMMD2,284.0,678.0,246.0,752.0,53.0
RNF13,942.0,863.0,412.0,1106.0,48.0
PFN2,41.0,170.0,522.0,463.0,35.0
RP11-651P23.5,1.0,1.0,1.0,0.0,0.0
RP11-167H9.4,0.0,0.0,0.0,1.0,0.0
TSC22D2,109.0,271.0,192.0,390.0,18.0
SERP1,2866.0,2008.0,1483.0,6272.0,222.0
EIF2A,519.0,652.0,482.0,1361.0,46.0
SELT,1382.0,1035.0,577.0,2255.0,143.0
RP11-103G8.2,28.0,23.0,12.0,70.0,3.0
SIAH2,174.0,158.0,91.0,499.0,28.0
GPR171,379.0,17.0,32.0,32.0,1.0
P2RY14,60.0,3.0,24.0,5.0,0.0
GPR87,4.0,3.0,5.0,240.0,59.0
P2RY13,205.0,7.0,7.0,7.0,0.0
AADAC,2.0,6.0,68.0,247.0,2.0
SUCNR1,57.0,1.0,6.0,346.0,0.0
MBNL1,810.0,1427.0,637.0,1274.0,51.0
MBNL1-AS1,21.0,89.0,74.0,71.0,1.0
P2RY1,19.0,11.0,7.0,12.0,1.0
RP11-38P22.2,26.0,32.0,9.0,38.0,1.0
RAP2B,397.0,204.0,134.0,1069.0,45.0
ARHGEF26,11.0,52.0,66.0,61.0,5.0
DHX36,472.0,963.0,452.0,1179.0,55.0
MME,15.0,5.0,87.0,55.0,0.0
PLCH1,5.0,5.0,6.0,106.0,0.0
C3orf33,19.0,37.0,32.0,87.0,3.0
SLC33A1,114.0,160.0,135.0,401.0,17.0
GMPS,188.0,209.0,192.0,448.0,21.0
KCNAB1,7.0,21.0,63.0,9.0,3.0
RP11-305K5.1,5.0,18.0,8.0,27.0,1.0
SSR3,1595.0,1328.0,1537.0,3660.0,143.0
TIPARP-AS1,33.0,42.0,19.0,165.0,2.0
TIPARP,145.0,223.0,214.0,482.0,15.0
LINC00886,2.0,15.0,3.0,33.0,0.0
LEKR1,2.0,6.0,7.0,22.0,1.0
CCNL1,841.0,1722.0,745.0,2565.0,101.0
VEPH1,12.0,62.0,16.0,73.0,0.0
PTX3,24.0,25.0,245.0,14.0,1.0
C3orf55,2.0,2.0,15.0,172.0,1.0
SHOX2,3.0,1.0,16.0,11.0,1.0
RSRC1,345.0,380.0,251.0,927.0,37.0
RP11-538P18.2,35.0,52.0,29.0,141.0,9.0
MLF1,30.0,184.0,169.0,674.0,27.0
GFM1,155.0,419.0,155.0,558.0,17.0
LXN,85.0,569.0,673.0,397.0,10.0
RP11-379F4.6,2.0,10.0,2.0,13.0,0.0
RARRES1,161.0,64.0,1410.0,925.0,38.0
MFSD1,1005.0,399.0,225.0,651.0,18.0
RP11-379F4.4,3.0,1.0,14.0,8.0,1.0
RP11-379F4.9,5.0,9.0,2.0,12.0,0.0
IQCJ-SCHIP1,7.0,87.0,19.0,15.0,1.0
IQCJ-SCHIP1-AS1,0.0,0.0,0.0,0.0,0.0
SCHIP1,6.0,76.0,11.0,5.0,0.0
C3orf80,1.0,14.0,37.0,6.0,1.0
IFT80,40.0,105.0,80.0,295.0,9.0
SMC4,591.0,369.0,308.0,1121.0,42.0
TRIM59,54.0,23.0,60.0,84.0,1.0
KPNA4,256.0,489.0,204.0,1022.0,27.0
ARL14,32.0,44.0,24.0,1679.0,10.0
RP11-16N11.2,3.0,8.0,4.0,29.0,1.0
PPM1L,30.0,43.0,55.0,145.0,5.0
B3GALNT1,41.0,73.0,80.0,148.0,9.0
NMD3,173.0,304.0,295.0,819.0,31.0
SPTSSB,12.0,4.0,11.0,689.0,24.0
SI,0.0,5.0,0.0,66.0,0.0
RP11-85M11.2,0.0,0.0,0.0,6.0,0.0
BCHE,1.0,30.0,56.0,5.0,2.0
PDCD10,568.0,690.0,369.0,1757.0,63.0
SERPINI1,46.0,212.0,280.0,74.0,3.0
GOLIM4,247.0,647.0,666.0,980.0,30.0
RP11-368I23.2,0.0,0.0,1.0,0.0,0.0
RP11-368I23.3,0.0,0.0,0.0,0.0,0.0
RP11-368I23.4,0.0,0.0,0.0,0.0,0.0
MECOM,33.0,831.0,25.0,1114.0,10.0
ACTRT3,1.0,4.0,11.0,15.0,3.0
MYNN,74.0,185.0,79.0,267.0,7.0
LRRC34,11.0,27.0,26.0,40.0,2.0
RP11-362K14.6,0.0,3.0,3.0,5.0,0.0
LRRIQ4,0.0,0.0,0.0,2.0,1.0
LRRC31,1.0,0.0,1.0,83.0,0.0
SEC62,1889.0,4759.0,2578.0,8523.0,274.0
GPR160,79.0,93.0,16.0,1085.0,13.0
PHC3,184.0,225.0,127.0,567.0,9.0
RP11-379K17.12,5.0,9.0,1.0,21.0,1.0
PRKCI,74.0,205.0,128.0,1008.0,44.0
SKIL,481.0,838.0,623.0,1514.0,70.0
CLDN11,8.0,83.0,150.0,26.0,1.0
SLC7A14,0.0,2.0,0.0,0.0,0.0
RPL22L1,1023.0,979.0,832.0,2559.0,101.0
EIF5A2,37.0,92.0,121.0,209.0,11.0
SLC2A2,1.0,2.0,3.0,8.0,0.0
TNIK,103.0,31.0,63.0,524.0,5.0
PLD1,59.0,156.0,59.0,389.0,14.0
PP13439,5.0,12.0,0.0,16.0,0.0
FNDC3B,445.0,686.0,575.0,1439.0,64.0
TNFSF10,408.0,2012.0,267.0,2624.0,184.0
NCEH1,179.0,112.0,22.0,699.0,52.0
ECT2,55.0,83.0,26.0,550.0,10.0
SPATA16,0.0,0.0,0.0,0.0,0.0
NLGN1,2.0,6.0,3.0,7.0,0.0
NAALADL2,9.0,32.0,32.0,195.0,15.0
RP11-523G9.3,3.0,7.0,4.0,20.0,5.0
RP11-255G21.1,3.0,0.0,2.0,5.0,0.0
TBL1XR1,329.0,625.0,352.0,1499.0,49.0
LINC00501,0.0,0.0,0.0,17.0,0.0
KCNMB2,4.0,5.0,2.0,2.0,0.0
RP11-385J1.2,1.0,1.0,0.0,41.0,1.0
ZMAT3,138.0,175.0,336.0,267.0,17.0
PIK3CA,78.0,305.0,184.0,339.0,21.0
RP11-245C23.3,0.0,5.0,2.0,14.0,2.0
KCNMB3,14.0,90.0,14.0,106.0,2.0
ZNF639,76.0,165.0,103.0,267.0,13.0
RP11-255C15.4,4.0,14.0,6.0,9.0,1.0
MFN1,82.0,125.0,88.0,340.0,15.0
RP11-145M9.4,228.0,372.0,122.0,79.0,8.0
GNB4,263.0,421.0,168.0,38.0,5.0
ACTL6A,222.0,280.0,238.0,836.0,43.0
MRPL47,522.0,597.0,451.0,1700.0,72.0
NDUFB5,1049.0,947.0,749.0,2519.0,140.0
USP13,28.0,105.0,45.0,83.0,3.0
TTC14,380.0,663.0,331.0,1255.0,33.0
FXR1,388.0,666.0,365.0,1450.0,68.0
DNAJC19,402.0,718.0,403.0,1892.0,74.0
SOX2,1.0,3.0,1.0,35.0,17.0
ATP11B,111.0,170.0,110.0,566.0,23.0
RP11-531F16.4,1.0,1.0,0.0,10.0,2.0
DCUN1D1,179.0,219.0,151.0,585.0,36.0
MCCC1,86.0,130.0,51.0,240.0,13.0
LAMP3,71.0,20.0,5.0,169.0,3.0
MCF2L2,24.0,11.0,3.0,7.0,0.0
B3GNT5,212.0,315.0,42.0,742.0,38.0
KLHL6,191.0,62.0,21.0,25.0,4.0
KLHL6-AS1,1.0,0.0,0.0,7.0,0.0
KLHL24,228.0,386.0,186.0,734.0,33.0
YEATS2,63.0,131.0,49.0,191.0,11.0
PARL,444.0,330.0,258.0,965.0,38.0
ABCC5,104.0,100.0,65.0,260.0,11.0
HTR3C,0.0,1.0,0.0,9.0,0.0
HTR3E,0.0,2.0,1.0,6.0,0.0
EIF2B5,170.0,272.0,150.0,631.0,26.0
DVL3,109.0,203.0,182.0,474.0,19.0
AP2M1,1225.0,1606.0,1630.0,2699.0,189.0
ABCF3,118.0,188.0,112.0,367.0,16.0
VWA5B2,3.0,1.0,1.0,4.0,0.0
ALG3,277.0,228.0,196.0,938.0,51.0
ECE2,67.0,58.0,33.0,268.0,13.0
CAMK2N2,2.0,5.0,3.0,11.0,1.0
PSMD2,479.0,516.0,420.0,1327.0,94.0
EIF4G1,361.0,806.0,373.0,1639.0,77.0
FAM131A,55.0,140.0,94.0,233.0,7.0
CLCN2,4.0,13.0,5.0,80.0,3.0
POLR2H,363.0,539.0,356.0,1788.0,99.0
THPO,0.0,1.0,2.0,0.0,0.0
CHRD,6.0,13.0,133.0,16.0,1.0
EPHB3,26.0,18.0,41.0,153.0,17.0
MAGEF1,135.0,222.0,342.0,836.0,39.0
VPS8,176.0,169.0,82.0,337.0,16.0
C3orf70,6.0,62.0,72.0,15.0,0.0
EHHADH,15.0,54.0,11.0,147.0,7.0
MAP3K13,433.0,1139.0,488.0,3480.0,126.0
TMEM41A,106.0,175.0,97.0,690.0,39.0
LIPH,50.0,96.0,52.0,4031.0,77.0
SENP2,57.0,162.0,83.0,397.0,19.0
IGF2BP2,67.0,244.0,79.0,1795.0,45.0
TRA2B,960.0,1530.0,695.0,1988.0,104.0
ETV5,194.0,69.0,71.0,276.0,18.0
DGKG,17.0,0.0,29.0,37.0,2.0
CRYGS,12.0,19.0,5.0,39.0,0.0
TBCCD1,43.0,78.0,51.0,158.0,5.0
DNAJB11,639.0,719.0,460.0,1808.0,97.0
RP11-573D15.9,3.0,4.0,1.0,14.0,0.0
EIF4A2,2046.0,3005.0,2768.0,8140.0,280.0
RFC4,113.0,61.0,62.0,220.0,19.0
RP11-573D15.2,9.0,15.0,9.0,18.0,0.0
ST6GAL1,234.0,622.0,48.0,468.0,15.0
RPL39L,134.0,38.0,118.0,547.0,35.0
MASP1,1.0,2.0,3.0,15.0,0.0
RTP4,94.0,126.0,54.0,860.0,15.0
SST,173.0,243.0,129.0,482.0,18.0
BCL6,156.0,176.0,261.0,533.0,24.0
LPP-AS2,9.0,11.0,14.0,41.0,3.0
LPP,345.0,1299.0,1435.0,2526.0,62.0
AC022498.1,18.0,69.0,23.0,98.0,3.0
TPRG1-AS1,8.0,3.0,3.0,55.0,1.0
TPRG1,40.0,14.0,29.0,239.0,5.0
TP63,0.0,1.0,4.0,19.0,4.0
LEPREL1,42.0,57.0,38.0,275.0,11.0
CLDN1,169.0,174.0,118.0,2145.0,193.0
CLDN16,1.0,3.0,1.0,30.0,4.0
IL1RAP,176.0,75.0,89.0,411.0,32.0
CCDC50,362.0,1224.0,391.0,1345.0,62.0
FGF12,3.0,81.0,5.0,16.0,0.0
MB21D2,53.0,28.0,47.0,53.0,3.0
HRASLS,0.0,5.0,2.0,8.0,0.0
ATP13A4,5.0,7.0,8.0,46.0,0.0
OPA1,155.0,225.0,103.0,461.0,23.0
RP11-528A4.2,0.0,0.0,0.0,2.0,0.0
RP11-135A1.2,0.0,0.0,0.0,31.0,0.0
HES1,265.0,5061.0,855.0,4809.0,161.0
LINC00887,7.0,17.0,12.0,37.0,1.0
ATP13A3,359.0,491.0,225.0,796.0,17.0
LINC00884,20.0,8.0,7.0,79.0,2.0
TMEM44-AS1,21.0,37.0,16.0,74.0,2.0
TMEM44,22.0,331.0,30.0,315.0,11.0
AC046143.3,8.0,22.0,4.0,26.0,2.0
RP11-534C12.1,0.0,0.0,0.0,0.0,0.0
LSG1,83.0,229.0,71.0,385.0,13.0
FAM43A,42.0,893.0,53.0,121.0,13.0
XXYLT1,77.0,111.0,81.0,73.0,9.0
XXYLT1-AS2,5.0,3.0,1.0,37.0,1.0
ACAP2,357.0,615.0,219.0,883.0,21.0
PPP1R2,761.0,996.0,556.0,1565.0,52.0
APOD,334.0,782.0,14899.0,741.0,43.0
RP11-141C7.4,7.0,2.0,4.0,69.0,2.0
AC069513.4,4.0,4.0,3.0,57.0,0.0
LINC00969,399.0,765.0,387.0,2285.0,48.0
MUC20,16.0,41.0,27.0,666.0,19.0
MUC4,31.0,18.0,14.0,639.0,43.0
TNK2,104.0,375.0,46.0,518.0,11.0
RP11-480A16.1,2.0,2.0,1.0,29.0,0.0
TFRC,618.0,158.0,119.0,1171.0,33.0
SLC51A,4.0,6.0,3.0,16.0,1.0
PCYT1A,213.0,273.0,124.0,522.0,29.0
TCTEX1D2,65.0,213.0,123.0,386.0,30.0
TM4SF19-AS1,4.0,6.0,3.0,25.0,0.0
TM4SF19.1,52.0,4.0,2.0,7.0,4.0
UBXN7,108.0,277.0,129.0,434.0,37.0
UBXN7-AS1,8.0,4.0,6.0,2.0,1.0
RNF168,142.0,335.0,137.0,399.0,19.0
WDR53,17.0,40.0,28.0,89.0,5.0
FBXO45,36.0,77.0,41.0,163.0,9.0
LINC01063,6.0,32.0,4.0,10.0,0.0
NRROS,99.0,94.0,0.0,12.0,2.0
PIGX,138.0,164.0,189.0,494.0,37.0
CEP19,18.0,44.0,21.0,57.0,4.0
PAK2,630.0,920.0,302.0,1596.0,77.0
SENP5,124.0,229.0,146.0,445.0,16.0
NCBP2,421.0,490.0,371.0,1229.0,51.0
NCBP2-AS1,0.0,0.0,0.0,0.0,0.0
NCBP2-AS2,198.0,382.0,214.0,917.0,42.0
PIGZ,13.0,68.0,39.0,104.0,3.0
MFI2,43.0,25.0,34.0,389.0,29.0
MFI2-AS1,7.0,10.0,21.0,55.0,3.0
DLG1,155.0,329.0,147.0,1029.0,37.0
BDH1,29.0,17.0,12.0,259.0,4.0
RP11-496H1.2,1.0,1.0,1.0,4.0,0.0
AC024560.2,1.0,4.0,3.0,176.0,2.0
KIAA0226,92.0,101.0,49.0,164.0,3.0
FYTTD1,298.0,561.0,361.0,653.0,38.0
LRCH3,93.0,252.0,128.0,350.0,13.0
IQCG,55.0,64.0,38.0,206.0,10.0
RPL35A,19047.0,21870.0,17443.0,48067.0,2077.0
LMLN,24.0,53.0,32.0,143.0,6.0
ZNF595,19.0,95.0,42.0,108.0,3.0
ZNF718,24.0,21.0,16.0,33.0,1.0
ZNF141,59.0,57.0,51.0,50.0,2.0
ZNF721,118.0,285.0,102.0,305.0,15.0
PIGG,95.0,155.0,70.0,330.0,12.0
PDE6B,38.0,18.0,7.0,12.0,0.0
RP11-1191J2.5,9.0,14.0,4.0,5.0,0.0
ATP5I,3853.0,4102.0,2934.0,14974.0,441.0
MYL5,62.0,52.0,54.0,160.0,5.0
MFSD7,86.0,121.0,58.0,111.0,7.0
PCGF3,123.0,328.0,123.0,578.0,16.0
RP11-440L14.4,4.0,9.0,4.0,12.0,0.0
RP11-440L14.1,24.0,39.0,16.0,92.0,2.0
CPLX1,29.0,917.0,17.0,146.0,5.0
GAK,224.0,331.0,129.0,780.0,21.0
TMEM175,111.0,179.0,122.0,239.0,7.0
DGKQ,27.0,32.0,17.0,200.0,9.0
IDUA,65.0,64.0,104.0,244.0,11.0
FGFRL1,18.0,41.0,35.0,337.0,11.0
RNF212,14.0,10.0,49.0,33.0,1.0
SPON2,222.0,90.0,1828.0,539.0,21.0
CTBP1,366.0,563.0,323.0,1444.0,58.0
CTBP1-AS2,36.0,75.0,29.0,211.0,10.0
MAEA,213.0,243.0,154.0,859.0,27.0
UVSSA,57.0,68.0,30.0,228.0,4.0
CRIPAK,24.0,62.0,22.0,141.0,1.0
RP13-1016M1.2,1.0,115.0,3.0,2.0,0.0
RP11-1398P2.1,59.0,133.0,42.0,222.0,10.0
FAM53A,6.0,8.0,2.0,8.0,0.0
SLBP,465.0,401.0,363.0,1178.0,44.0
RP11-572O17.1,19.0,21.0,16.0,55.0,1.0
TMEM129,113.0,166.0,108.0,516.0,18.0
TACC3,230.0,71.0,27.0,261.0,9.0
FGFR3,72.0,345.0,75.0,459.0,23.0
LETM1,125.0,243.0,117.0,518.0,18.0
WHSC1,121.0,122.0,53.0,428.0,18.0
NELFA,109.0,207.0,135.0,554.0,31.0
C4orf48,1462.0,1064.0,986.0,3709.0,135.0
NAT8L,2.0,18.0,5.0,4.0,0.0
POLN,5.0,17.0,4.0,11.0,1.0
HAUS3,77.0,84.0,38.0,151.0,3.0
MXD4,172.0,589.0,239.0,664.0,24.0
ZFYVE28,55.0,184.0,25.0,142.0,2.0
RNF4,194.0,491.0,151.0,540.0,13.0
FAM193A,69.0,178.0,72.0,244.0,10.0
TNIP2,248.0,533.0,196.0,962.0,38.0
SH3BP2,287.0,393.0,135.0,651.0,28.0
ADD1,286.0,1335.0,531.0,1120.0,38.0
MFSD10,384.0,642.0,386.0,1994.0,83.0
NOP14-AS1,23.0,25.0,39.0,151.0,3.0
NOP14,75.0,137.0,58.0,246.0,10.0
GRK4,19.0,56.0,55.0,68.0,5.0
HTT,132.0,223.0,95.0,329.0,20.0
MSANTD1,2.0,0.0,2.0,9.0,0.0
RGS12,162.0,319.0,71.0,369.0,17.0
DOK7,6.0,5.0,3.0,83.0,0.0
LRPAP1,1212.0,883.0,779.0,2394.0,121.0
ADRA2C,0.0,35.0,20.0,69.0,3.0
TMEM128,207.0,284.0,211.0,798.0,22.0
LYAR,336.0,364.0,199.0,446.0,29.0
ZBTB49,24.0,47.0,18.0,44.0,1.0
NSG1,22.0,10.0,27.0,27.0,6.0
STX18,161.0,152.0,138.0,620.0,9.0
STX18-AS1,7.0,10.0,6.0,30.0,1.0
MSX1,5.0,179.0,81.0,60.0,2.0
CYTL1,71.0,285.0,12.0,23.0,0.0
STK32B,13.0,19.0,6.0,24.0,0.0
EVC2,7.0,10.0,21.0,2.0,1.0
EVC,13.0,31.0,81.0,26.0,2.0
CRMP1,7.0,88.0,25.0,73.0,0.0
JAKMIP1,40.0,6.0,12.0,5.0,0.0
RP11-586D19.1,0.0,1.0,0.0,0.0,0.0
WFS1,48.0,150.0,77.0,458.0,14.0
PPP2R2C,2.0,2.0,3.0,100.0,1.0
MAN2B2,117.0,125.0,95.0,332.0,5.0
MRFAP1,919.0,2091.0,1500.0,3194.0,147.0
RP11-539L10.3,33.0,44.0,53.0,149.0,6.0
AC093323.3,47.0,71.0,54.0,178.0,8.0
RP11-539L10.2,28.0,6.0,2.0,37.0,1.0
S100P,352.0,237.0,159.0,16336.0,71.0
MRFAP1L1,207.0,402.0,200.0,738.0,22.0
BLOC1S4,261.0,371.0,272.0,899.0,20.0
KIAA0232,89.0,203.0,125.0,417.0,9.0
TBC1D14,120.0,84.0,59.0,254.0,8.0
CCDC96,5.0,20.0,4.0,20.0,1.0
TADA2B,38.0,74.0,45.0,177.0,6.0
GRPEL1,328.0,471.0,203.0,974.0,28.0
RP11-367J11.3,5.0,12.0,12.0,33.0,4.0
SORCS2,1.0,1.0,30.0,6.0,4.0
AFAP1-AS1,9.0,6.0,4.0,391.0,6.0
AFAP1,28.0,435.0,182.0,358.0,13.0
ABLIM2,8.0,161.0,23.0,122.0,2.0
SH3TC1,174.0,289.0,21.0,272.0,16.0
HTRA3,53.0,78.0,986.0,74.0,10.0
RP11-774O3.3,10.0,29.0,14.0,39.0,2.0
ACOX3,48.0,83.0,32.0,142.0,7.0
TRMT44,25.0,45.0,28.0,128.0,2.0
SLC2A9,42.0,18.0,23.0,6.0,0.0
WDR1,996.0,1089.0,792.0,2300.0,80.0
ZNF518B,36.0,119.0,44.0,39.0,4.0
CLNK,36.0,3.0,13.0,17.0,3.0
HS3ST1,140.0,281.0,40.0,1519.0,58.0
RP11-281P23.1,0.0,0.0,0.0,7.0,0.0
RP11-281P23.2,0.0,0.0,0.0,5.0,0.0
RAB28,119.0,188.0,174.0,269.0,10.0
NKX3-2,0.0,1.0,21.0,2.0,0.0
BOD1L1,362.0,736.0,305.0,1004.0,22.0
LINC00504,4.0,9.0,8.0,9.0,0.0
CPEB2,42.0,121.0,34.0,204.0,7.0
C1QTNF7,2.0,3.0,90.0,2.0,0.0
CC2D2A,11.0,89.0,95.0,114.0,4.0
RP11-799M12.2,1.0,1.0,0.0,6.0,0.0
FBXL5,331.0,455.0,326.0,620.0,28.0
FAM200B,393.0,483.0,371.0,1019.0,29.0
BST1,185.0,43.0,134.0,100.0,3.0
CD38,336.0,23.0,13.0,41.0,0.0
FGFBP1,9.0,1.0,5.0,330.0,22.0
FGFBP2,68.0,41.0,17.0,22.0,0.0
PROM1,43.0,74.0,38.0,1481.0,16.0
TAPT1,54.0,78.0,48.0,260.0,2.0
TAPT1-AS1,24.0,77.0,28.0,222.0,10.0
LDB2,34.0,2140.0,155.0,62.0,0.0
QDPR,247.0,189.0,202.0,459.0,23.0
LAP3,1012.0,1357.0,469.0,995.0,39.0
MED28,601.0,745.0,444.0,1244.0,56.0
FAM184B,9.0,14.0,19.0,17.0,0.0
DCAF16,99.0,151.0,111.0,328.0,7.0
NCAPG,66.0,5.0,8.0,55.0,2.0
LCORL,106.0,120.0,44.0,310.0,4.0
SLIT2,15.0,27.0,265.0,39.0,3.0
PACRGL,34.0,99.0,73.0,259.0,4.0
GPR125,24.0,34.0,59.0,472.0,14.0
PPARGC1A,14.0,37.0,11.0,153.0,3.0
DHX15,284.0,669.0,293.0,1216.0,53.0
SOD3,165.0,681.0,3819.0,949.0,29.0
CCDC149,25.0,156.0,43.0,138.0,2.0
LGI2,4.0,96.0,8.0,5.0,0.0
SEPSECS,39.0,66.0,21.0,180.0,3.0
PI4K2B,115.0,126.0,53.0,338.0,11.0
ZCCHC4,29.0,46.0,27.0,94.0,2.0
ANAPC4,115.0,139.0,84.0,199.0,8.0
SLC34A2,5.0,11.0,4.0,261.0,10.0
SEL1L3,320.0,217.0,78.0,1151.0,19.0
SMIM20,332.0,252.0,338.0,1237.0,36.0
RBPJ,1398.0,702.0,692.0,1249.0,59.0
TBC1D19,34.0,126.0,69.0,125.0,6.0
STIM2,161.0,472.0,81.0,633.0,15.0
RP11-293A21.1,10.0,15.0,9.0,59.0,0.0
PCDH7,16.0,32.0,282.0,506.0,17.0
ARAP2,125.0,84.0,28.0,427.0,11.0
DTHD1,27.0,3.0,5.0,8.0,0.0
C4orf19,5.0,18.0,11.0,463.0,4.0
RELL1,16.0,121.0,17.0,57.0,1.0
PGM2,186.0,242.0,96.0,275.0,10.0
TBC1D1,274.0,710.0,246.0,552.0,14.0
PTTG2,1.0,0.0,1.0,6.0,0.0
RP11-617D20.1,2.0,26.0,11.0,19.0,0.0
AC021860.1,6.0,73.0,13.0,41.0,1.0
KLF3,274.0,874.0,228.0,2065.0,32.0
TLR10,62.0,10.0,6.0,3.0,0.0
TLR1,135.0,13.0,4.0,43.0,0.0
TLR6,44.0,7.0,2.0,20.0,2.0
FAM114A1,78.0,342.0,581.0,1223.0,51.0
TMEM156,176.0,19.0,11.0,68.0,14.0
KLHL5,175.0,583.0,120.0,303.0,30.0
WDR19,24.0,78.0,59.0,118.0,6.0
RFC1,299.0,546.0,277.0,856.0,25.0
RPL9,18934.0,20565.0,14187.0,38524.0,1368.0
LIAS,93.0,117.0,58.0,243.0,7.0
UGDH,123.0,209.0,518.0,1081.0,28.0
UGDH-AS1,3.0,4.0,3.0,17.0,0.0
SMIM14,388.0,694.0,489.0,2276.0,65.0
RP11-539G18.2,1.0,9.0,5.0,23.0,0.0
UBE2K,480.0,652.0,358.0,1592.0,60.0
PDS5A,236.0,399.0,175.0,794.0,38.0
N4BP2,113.0,65.0,44.0,141.0,5.0
RHOH,542.0,65.0,49.0,62.0,4.0
RBM47,421.0,146.0,51.0,2559.0,35.0
NSUN7,13.0,13.0,2.0,70.0,0.0
APBB2,23.0,454.0,195.0,199.0,9.0
UCHL1,33.0,37.0,275.0,43.0,1.0
LIMCH1,32.0,1563.0,85.0,281.0,17.0
TMEM33,319.0,327.0,183.0,1096.0,34.0
DCAF4L1,2.0,3.0,2.0,18.0,1.0
SLC30A9,108.0,218.0,153.0,501.0,22.0
SHISA3,0.0,0.0,10.0,4.0,1.0
ATP8A1,89.0,212.0,16.0,198.0,3.0
RP11-328N19.1,0.0,0.0,0.0,34.0,0.0
GUF1,62.0,80.0,33.0,191.0,14.0
GNPDA2,68.0,148.0,175.0,177.0,10.0
RP11-700J17.2,1.0,1.0,2.0,2.0,0.0
GABRA2,3.0,36.0,2.0,107.0,1.0
GABRA4,0.0,2.0,2.0,6.0,0.0
COMMD8,480.0,270.0,188.0,519.0,24.0
ATP10D,78.0,149.0,93.0,123.0,15.0
RP11-121C2.2,3.0,12.0,3.0,13.0,1.0
NFXL1,39.0,65.0,29.0,166.0,6.0
NIPAL1,4.0,15.0,3.0,154.0,1.0
CNGA1,4.0,17.0,68.0,108.0,4.0
TXK,78.0,10.0,13.0,15.0,3.0
TEC,25.0,7.0,5.0,61.0,0.0
SLAIN2,132.0,236.0,169.0,527.0,23.0
FRYL,176.0,633.0,110.0,735.0,26.0
OCIAD1,931.0,1638.0,869.0,2768.0,112.0
OCIAD2,763.0,1384.0,335.0,13408.0,451.0
DCUN1D4,50.0,157.0,135.0,374.0,15.0
RP11-365H22.2,2.0,2.0,2.0,6.0,1.0
LRRC66,0.0,2.0,2.0,205.0,0.0
SGCB,68.0,367.0,406.0,673.0,37.0
SPATA18,8.0,9.0,17.0,84.0,3.0
USP46,39.0,91.0,63.0,197.0,16.0
USP46-AS1,5.0,12.0,9.0,36.0,2.0
ERVMER34-1,0.0,6.0,1.0,25.0,3.0
RASL11B,5.0,6.0,108.0,24.0,2.0
SCFD2,19.0,63.0,46.0,89.0,5.0
FIP1L1,216.0,358.0,240.0,688.0,34.0
LNX1,18.0,289.0,26.0,198.0,3.0
RP11-571I18.4,1.0,2.0,4.0,6.0,0.0
CHIC2,254.0,660.0,369.0,841.0,34.0
PDGFRA,26.0,26.0,730.0,101.0,3.0
KIT,30.0,44.0,12.0,22.0,1.0
KDR,16.0,1765.0,31.0,32.0,2.0
SRD5A3,213.0,257.0,132.0,2619.0,68.0
RP11-177J6.1,1.0,2.0,0.0,16.0,1.0
TMEM165,776.0,1324.0,814.0,3014.0,110.0
CLOCK,77.0,272.0,138.0,436.0,14.0
NMU,13.0,5.0,12.0,1144.0,6.0
EXOC1,232.0,412.0,186.0,828.0,31.0
CEP135,104.0,200.0,70.0,178.0,2.0
KIAA1211,0.0,0.0,1.0,20.0,0.0
AASDH,79.0,158.0,88.0,251.0,16.0
RP11-646I6.5,3.0,5.0,3.0,5.0,0.0
PPAT,41.0,60.0,46.0,152.0,8.0
RP11-646I6.6,0.0,3.0,1.0,6.0,1.0
AC068620.1,4.0,8.0,9.0,9.0,0.0
PAICS,171.0,250.0,217.0,774.0,31.0
RP11-393M11.2,0.0,1.0,1.0,2.0,0.0
SRP72,594.0,878.0,581.0,1389.0,73.0
HOPX,414.0,139.0,2098.0,226.0,14.0
SPINK2,26.0,2.0,4.0,5.0,6.0
REST,259.0,383.0,230.0,571.0,26.0
RP11-738E22.3,0.0,3.0,0.0,3.0,0.0
NOA1,118.0,120.0,112.0,309.0,16.0
POLR2B,352.0,559.0,250.0,965.0,38.0
IGFBP7,3070.0,53457.0,66600.0,7446.0,650.0
RP11-506N2.1,0.0,0.0,0.0,0.0,0.0
LPHN3,2.0,2.0,29.0,17.0,2.0
RP11-798L4.1,4.0,10.0,6.0,8.0,0.0
RP11-807H7.1,0.0,0.0,1.0,3.0,0.0
CENPC,177.0,297.0,129.0,278.0,11.0
STAP1,48.0,5.0,4.0,12.0,0.0
UBA6,247.0,366.0,147.0,753.0,30.0
UBA6-AS1,45.0,46.0,34.0,108.0,6.0
YTHDC1,371.0,806.0,313.0,1379.0,35.0
TMPRSS11E,3.0,3.0,2.0,25.0,10.0
UGT2B15,10.0,33.0,5.0,296.0,1.0
RP11-468N14.13,1.0,17.0,4.0,91.0,1.0
UGT2A3,38.0,188.0,42.0,526.0,0.0
UGT2B7,4.0,5.0,5.0,753.0,2.0
RP11-704M14.1,0.0,2.0,0.0,8.0,1.0
SULT1B1,32.0,15.0,9.0,471.0,11.0
